Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
2019-01-01 00:00:00,1.440,2.400,5.677,8.813,71.00,25.550
2019-01-01 00:30:00,1.448,2.690,5.544,8.845,70.00,25.500
2019-01-01 01:00:00,1.395,2.950,5.272,8.429,77.00,25.450
2019-01-01 01:30:00,1.450,2.220,5.853,8.800,70.00,25.450
2019-01-01 02:00:00,1.351,2.350,5.525,8.910,74.00,25.400
2019-01-01 02:30:00,1.436,2.640,5.573,7.816,70.00,25.350
2019-01-01 03:00:00,1.429,2.520,5.594,8.890,80.00,25.300
2019-01-01 03:30:00,1.313,2.020,5.449,8.485,71.00,25.250
2019-01-01 04:00:00,1.347,2.670,5.315,9.224,83.00,25.250
2019-01-01 04:30:00,1.443,2.150,5.743,8.340,71.00,25.200
2019-01-01 05:00:00,1.503,3.020,5.968,8.957,73.00,25.200
2019-01-01 05:30:00,1.490,2.410,6.150,8.497,67.00,25.200
2019-01-01 06:00:00,1.384,2.620,5.845,8.523,77.00,25.200
2019-01-01 06:30:00,1.370,2.170,5.911,8.567,71.00,25.200
2019-01-01 07:00:00,1.423,2.440,5.756,8.501,70.00,25.200
2019-01-01 07:30:00,1.424,2.160,6.126,8.855,81.00,25.200
2019-01-01 08:00:00,1.312,1.890,5.874,8.876,78.00,25.250
2019-01-01 08:30:00,1.380,2.610,5.805,8.999,68.00,25.250
2019-01-01 09:00:00,1.312,2.090,5.733,8.621,80.00,25.300
2019-01-01 09:30:00,1.448,2.320,5.752,9.285,80.00,25.400
2019-01-01 10:00:00,1.497,2.400,5.986,8.979,67.00,25.450
2019-01-01 10:30:00,1.501,2.440,6.136,8.509,73.00,25.550
2019-01-01 11:00:00,1.397,2.740,5.890,9.245,71.00,25.650
2019-01-01 11:30:00,1.362,2.560,5.835,8.220,67.00,25.750
2019-01-01 12:00:00,1.383,2.610,6.184,9.315,74.00,25.900
2019-01-01 12:30:00,1.409,2.080,5.802,9.186,77.00,25.850
2019-01-01 13:00:00,1.387,2.040,6.026,8.876,87.00,25.850
2019-01-01 13:30:00,1.309,2.360,5.923,9.151,75.00,25.900
2019-01-01 14:00:00,1.296,2.390,5.904,9.259,78.00,25.950
2019-01-01 14:30:00,1.312,2.120,6.100,9.206,80.00,25.950
2019-01-01 15:00:00,1.411,2.250,6.342,9.145,85.00,25.950
2019-01-01 15:30:00,1.382,2.230,6.372,9.473,80.00,25.900
2019-01-01 16:00:00,1.326,2.150,6.000,9.273,73.00,25.900
2019-01-01 16:30:00,1.334,2.190,6.456,8.426,77.00,25.800
2019-01-01 17:00:00,1.308,2.480,6.358,9.242,74.00,25.850
2019-01-01 17:30:00,1.203,2.380,6.122,8.861,74.00,25.800
2019-01-01 18:00:00,1.236,2.160,6.207,8.265,80.00,25.750
2019-01-01 18:30:00,1.204,1.850,6.331,7.924,81.00,25.750
2019-01-01 19:00:00,1.260,2.390,6.139,8.915,74.00,25.700
2019-01-01 19:30:00,1.245,2.400,6.200,8.474,74.00,25.650
2019-01-01 20:00:00,1.138,1.840,5.798,9.269,74.00,25.600
2019-01-01 20:30:00,1.128,1.910,5.703,8.109,73.00,25.600
2019-01-01 21:00:00,1.283,2.640,6.156,9.551,75.00,25.550
2019-01-01 21:30:00,1.236,2.110,6.087,9.245,75.00,25.500
2019-01-01 22:00:00,1.322,2.110,5.976,8.486,74.00,25.500
2019-01-01 22:30:00,1.274,2.320,6.140,7.836,78.00,25.500
2019-01-01 23:00:00,1.232,1.950,6.088,9.271,84.00,25.500
2019-01-01 23:30:00,1.226,2.090,6.194,8.954,75.00,25.500
2019-01-02 00:00:00,1.279,2.190,6.065,8.531,81.00,25.500
2019-01-02 00:30:00,1.234,2.200,6.033,7.863,73.00,25.500
2019-01-02 01:00:00,1.401,2.370,6.464,8.293,78.00,25.450
2019-01-02 01:30:00,1.321,2.510,6.127,9.337,84.00,25.450
2019-01-02 02:00:00,1.349,2.080,6.193,9.217,84.00,25.450
2019-01-02 02:30:00,1.320,2.800,5.662,8.876,74.00,25.450
2019-01-02 03:00:00,1.219,1.940,5.960,8.739,73.00,25.400
2019-01-02 03:30:00,1.237,2.140,5.802,8.581,85.00,25.400
2019-01-02 04:00:00,1.275,2.060,6.223,9.328,73.00,25.350
2019-01-02 04:30:00,1.204,1.790,6.023,9.282,81.00,25.300
2019-01-02 05:00:00,1.301,1.930,5.985,8.845,80.00,25.300
2019-01-02 05:30:00,1.251,2.690,5.702,9.236,88.00,25.250
2019-01-02 06:00:00,1.343,2.290,5.951,8.629,84.00,25.250
2019-01-02 06:30:00,1.291,1.900,5.909,9.668,92.00,25.250
2019-01-02 07:00:00,1.317,2.130,5.606,8.765,94.00,25.300
2019-01-02 07:30:00,1.309,2.050,5.902,8.193,80.00,25.300
2019-01-02 08:00:00,1.320,2.220,5.899,9.330,91.00,25.350
2019-01-02 08:30:00,1.304,2.100,5.668,8.551,95.00,25.400
2019-01-02 09:00:00,1.322,2.070,6.038,9.304,84.00,25.500
2019-01-02 09:30:00,1.273,2.370,6.008,9.244,88.00,25.750
2019-01-02 10:00:00,1.303,2.240,5.820,9.457,78.00,25.750
2019-01-02 10:30:00,1.395,2.670,6.224,9.244,87.00,26.000
2019-01-02 11:00:00,1.327,2.070,6.281,9.701,83.00,26.100
2019-01-02 11:30:00,1.326,1.960,6.179,9.813,83.00,26.300
2019-01-02 12:00:00,1.329,2.300,6.021,9.965,84.00,26.250
2019-01-02 12:30:00,1.409,2.260,6.579,10.154,80.00,26.050
2019-01-02 13:00:00,1.225,2.040,6.363,9.504,85.00,25.950
2019-01-02 13:30:00,1.254,1.970,6.203,10.209,83.00,25.950
2019-01-02 14:00:00,1.168,1.870,6.118,10.194,83.00,25.900
2019-01-02 14:30:00,1.165,2.320,5.948,10.303,77.00,25.800
2019-01-02 15:00:00,1.230,2.100,6.043,9.336,83.00,25.850
2019-01-02 15:30:00,1.144,2.480,5.838,9.867,83.00,25.850
2019-01-02 16:00:00,1.090,1.780,5.555,9.794,91.00,25.800
2019-01-02 16:30:00,1.097,1.790,5.787,10.164,94.00,25.700
2019-01-02 17:00:00,1.117,2.130,5.750,9.945,91.00,25.600
2019-01-02 17:30:00,1.161,2.310,5.647,9.638,92.00,25.550
2019-01-02 18:00:00,1.102,1.810,5.451,9.386,92.00,25.550
2019-01-02 18:30:00,1.138,1.850,5.412,9.961,94.00,25.450
2019-01-02 19:00:00,1.186,1.960,5.843,8.902,92.00,25.400
2019-01-02 19:30:00,1.174,1.840,5.989,10.271,88.00,25.450
2019-01-02 20:00:00,1.195,1.820,5.837,10.176,97.00,25.400
2019-01-02 20:30:00,1.180,2.780,5.405,9.761,95.00,25.400
2019-01-02 21:00:00,1.191,2.130,5.566,9.776,97.00,25.350
2019-01-02 21:30:00,1.224,1.980,5.583,8.527,90.00,25.350
2019-01-02 22:00:00,1.222,2.370,5.747,9.505,83.00,25.350
2019-01-02 22:30:00,1.238,2.050,5.474,9.174,97.00,25.350
2019-01-02 23:00:00,1.314,2.290,5.926,9.918,91.00,25.350
2019-01-02 23:30:00,1.345,2.220,5.828,10.243,95.00,25.300
2019-01-03 00:00:00,1.278,2.140,5.741,9.678,94.00,25.350
2019-01-03 00:30:00,1.361,2.030,5.458,9.184,92.00,25.350
2019-01-03 01:00:00,1.374,2.070,5.534,9.732,106.00,25.350
2019-01-03 01:30:00,1.355,2.360,5.251,8.938,104.00,25.350
2019-01-03 02:00:00,1.332,2.380,5.403,10.254,95.00,25.350
2019-01-03 02:30:00,1.342,2.210,5.434,9.236,101.00,25.350
2019-01-03 03:00:00,1.554,2.490,5.370,10.148,85.00,25.350
2019-01-03 03:30:00,1.701,2.850,5.227,8.530,97.00,25.350
2019-01-03 04:00:00,1.865,2.950,5.800,10.799,97.00,25.350
2019-01-03 04:30:00,1.865,3.640,5.712,9.289,85.00,25.350
2019-01-03 05:00:00,1.671,2.640,5.682,9.282,97.00,25.350
2019-01-03 05:30:00,1.726,2.430,6.011,9.092,97.00,25.350
2019-01-03 06:00:00,1.544,2.470,6.080,9.830,85.00,25.400
2019-01-03 06:30:00,1.502,2.820,5.871,8.680,94.00,25.400
2019-01-03 07:00:00,1.500,2.550,5.940,10.036,83.00,25.400
2019-01-03 07:30:00,1.626,2.570,6.461,10.772,95.00,25.400
2019-01-03 08:00:00,1.589,2.690,6.152,11.333,94.00,25.400
2019-01-03 08:30:00,1.387,2.440,5.826,8.800,95.00,25.400
2019-01-03 09:00:00,1.638,2.490,6.547,8.472,80.00,25.400
2019-01-03 09:30:00,1.594,2.490,6.544,10.787,84.00,25.450
2019-01-03 10:00:00,1.658,2.630,6.777,10.156,92.00,25.550
2019-01-03 10:30:00,1.688,2.740,6.678,9.495,84.00,25.700
2019-01-03 11:00:00,1.595,2.260,6.673,9.286,80.00,25.750
2019-01-03 11:30:00,1.530,2.450,6.311,9.832,83.00,25.950
2019-01-03 12:00:00,1.546,2.570,6.416,9.149,84.00,26.200
2019-01-03 12:30:00,1.516,2.940,6.187,7.119,81.00,26.450
2019-01-03 13:00:00,1.489,2.540,6.403,8.980,80.00,26.400
2019-01-03 13:30:00,1.452,2.690,6.116,8.193,77.00,26.400
2019-01-03 14:00:00,1.580,2.370,6.560,8.164,78.00,26.400
2019-01-03 14:30:00,1.613,2.630,6.577,8.935,77.00,26.450
2019-01-03 15:00:00,1.480,2.670,6.193,7.072,81.00,26.500
2019-01-03 15:30:00,1.511,2.310,6.341,7.919,75.00,26.550
2019-01-03 16:00:00,1.599,2.380,6.416,8.388,77.00,26.500
2019-01-03 16:30:00,1.495,2.580,6.161,8.091,71.00,26.350
2019-01-03 17:00:00,1.555,2.580,6.094,8.435,78.00,26.250
2019-01-03 17:30:00,1.541,2.870,6.132,8.236,77.00,26.100
2019-01-03 18:00:00,1.553,2.840,5.941,7.765,70.00,26.050
2019-01-03 18:30:00,1.546,2.390,5.901,8.803,73.00,25.950
2019-01-03 19:00:00,1.363,2.880,5.522,10.228,74.00,25.900
2019-01-03 19:30:00,1.459,2.330,5.771,7.052,85.00,25.850
2019-01-03 20:00:00,1.491,2.900,5.647,9.338,70.00,25.700
2019-01-03 20:30:00,1.466,2.540,5.644,7.769,75.00,25.600
2019-01-03 21:00:00,1.420,2.260,5.530,10.390,77.00,25.550
2019-01-03 21:30:00,1.416,2.100,5.551,8.793,102.00,25.500
2019-01-03 22:00:00,1.524,2.430,5.795,7.855,87.00,25.450
2019-01-03 22:30:00,1.440,2.450,5.356,7.870,78.00,25.450
2019-01-03 23:00:00,1.478,2.310,5.610,8.183,68.00,25.450
2019-01-03 23:30:00,1.395,2.460,5.556,8.827,78.00,25.400
2019-01-04 00:00:00,1.510,2.550,5.701,9.339,90.00,25.400
2019-01-04 00:30:00,1.492,2.430,5.654,7.579,83.00,25.400
2019-01-04 01:00:00,1.545,2.280,5.738,8.546,78.00,25.350
2019-01-04 01:30:00,1.582,2.360,5.660,9.222,81.00,25.350
2019-01-04 02:00:00,1.448,2.530,5.335,7.492,67.00,25.300
2019-01-04 02:30:00,1.546,2.730,5.499,10.167,70.00,25.300
2019-01-04 03:00:00,1.463,2.140,5.388,7.540,88.00,25.300
2019-01-04 03:30:00,1.548,2.300,5.333,8.204,80.00,25.250
2019-01-04 04:00:00,1.397,2.310,5.285,8.270,83.00,25.250
2019-01-04 04:30:00,1.497,2.640,5.344,9.136,88.00,25.200
2019-01-04 05:00:00,1.480,2.760,5.468,7.182,84.00,25.200
2019-01-04 05:30:00,1.513,2.880,5.652,7.889,77.00,25.200
2019-01-04 06:00:00,1.468,2.720,5.573,8.165,95.00,25.200
2019-01-04 06:30:00,1.557,2.660,5.719,7.271,78.00,25.200
2019-01-04 07:00:00,1.557,2.910,6.010,9.712,91.00,25.200
2019-01-04 07:30:00,1.450,2.510,5.727,7.295,80.00,25.200
2019-01-04 08:00:00,1.547,2.290,6.020,8.435,75.00,25.200
2019-01-04 08:30:00,1.448,2.500,5.933,7.316,95.00,25.250
2019-01-04 09:00:00,1.367,2.260,5.851,8.142,80.00,25.350
2019-01-04 09:30:00,1.416,2.420,6.118,8.848,80.00,25.400
2019-01-04 10:00:00,1.466,2.340,6.292,12.069,94.00,25.500
2019-01-04 10:30:00,1.443,2.510,6.162,8.554,97.00,25.600
2019-01-04 11:00:00,1.469,2.270,6.429,12.143,92.00,25.700
2019-01-04 11:30:00,1.429,2.290,6.184,8.087,83.00,25.750
2019-01-04 12:00:00,1.470,2.350,6.373,7.919,99.00,25.750
2019-01-04 12:30:00,1.460,2.430,6.412,11.698,97.00,25.750
2019-01-04 13:00:00,1.468,2.520,6.231,7.047,91.00,25.850
2019-01-04 13:30:00,1.467,2.500,6.177,7.813,97.00,25.900
2019-01-04 14:00:00,1.459,2.280,6.201,7.546,92.00,25.950
2019-01-04 14:30:00,1.420,2.500,6.505,7.863,71.00,26.000
2019-01-04 15:00:00,1.344,2.210,6.491,7.315,74.00,26.050
2019-01-04 15:30:00,1.475,2.210,6.392,7.268,71.00,26.050
2019-01-04 16:00:00,1.399,2.050,6.224,12.113,92.00,26.000
2019-01-04 16:30:00,1.308,2.100,6.166,11.476,101.00,26.100
2019-01-04 17:00:00,1.385,2.220,6.437,7.877,95.00,26.100
2019-01-04 17:30:00,1.474,2.470,6.382,11.726,92.00,26.000
2019-01-04 18:00:00,1.568,2.570,6.405,7.314,92.00,25.950
2019-01-04 18:30:00,1.520,2.330,6.371,11.531,94.00,25.900
2019-01-04 19:00:00,1.523,2.300,6.155,11.608,88.00,25.850
2019-01-04 19:30:00,1.492,2.360,6.436,12.164,92.00,25.800
2019-01-04 20:00:00,1.462,2.251,6.141,12.793,92.00,25.800
2019-01-04 20:30:00,1.466,2.630,5.608,12.974,88.00,25.800
2019-01-04 21:00:00,1.576,2.360,6.143,13.681,97.00,25.750
2019-01-04 21:30:00,1.569,2.390,5.998,12.304,91.00,25.650
2019-01-04 22:00:00,1.551,2.640,5.721,12.958,98.00,25.600
2019-01-04 22:30:00,1.561,2.330,5.991,7.770,94.00,25.550
2019-01-04 23:00:00,1.473,2.660,5.923,8.099,71.00,25.550
2019-01-04 23:30:00,1.611,2.580,6.159,12.763,97.00,25.500
2019-01-05 00:00:00,1.627,2.540,6.059,11.415,88.00,25.500
2019-01-05 00:30:00,1.626,2.460,6.029,12.338,94.00,25.500
2019-01-05 01:00:00,1.606,2.500,6.312,12.831,91.00,25.500
2019-01-05 01:30:00,1.600,2.320,6.004,12.737,87.00,25.500
2019-01-05 02:00:00,1.652,2.640,6.441,10.896,95.00,25.450
2019-01-05 02:30:00,1.640,2.950,6.191,12.146,99.00,25.450
2019-01-05 03:00:00,1.632,2.510,6.123,7.724,90.00,25.450
2019-01-05 03:30:00,1.621,2.850,6.145,12.337,70.00,25.400
2019-01-05 04:00:00,1.643,2.570,6.336,12.784,94.00,25.550
2019-01-05 04:30:00,1.670,2.960,6.048,12.789,105.00,25.550
2019-01-05 05:00:00,1.578,2.860,6.144,7.834,97.00,25.550
2019-01-05 05:30:00,1.659,3.130,5.987,7.788,80.00,25.500
2019-01-05 06:00:00,1.627,2.820,6.049,12.780,78.00,25.550
2019-01-05 06:30:00,1.670,2.620,6.195,7.837,99.00,25.550
2019-01-05 07:00:00,1.664,2.610,6.087,7.900,104.00,25.550
2019-01-05 07:30:00,1.635,2.650,6.368,7.848,91.00,25.550
2019-01-05 08:00:00,1.764,3.540,6.710,8.163,68.00,25.600
2019-01-05 08:30:00,1.603,2.750,6.298,7.448,80.00,25.650
2019-01-05 09:00:00,1.574,2.790,6.314,11.437,71.00,25.800
2019-01-05 09:30:00,1.584,2.760,6.577,7.865,83.00,25.900
2019-01-05 10:00:00,1.569,2.670,6.558,12.833,108.00,25.950
2019-01-05 10:30:00,1.620,2.900,6.359,8.979,97.00,26.000
2019-01-05 11:00:00,1.687,2.700,6.978,8.296,101.00,26.050
2019-01-05 11:30:00,1.538,2.850,6.677,12.804,97.00,26.150
2019-01-05 12:00:00,1.591,3.120,6.471,8.209,101.00,26.200
2019-01-05 12:30:00,1.680,2.640,6.801,7.900,78.00,26.300
2019-01-05 13:00:00,1.666,3.030,6.836,8.480,83.00,26.250
2019-01-05 13:30:00,1.730,2.520,6.518,12.237,83.00,26.300
2019-01-05 14:00:00,1.641,2.950,6.595,8.076,105.00,26.450
2019-01-05 14:30:00,1.590,2.400,6.489,8.479,83.00,26.550
2019-01-05 15:00:00,1.649,2.750,6.374,7.924,92.00,26.550
2019-01-05 15:30:00,1.690,2.860,6.858,10.213,84.00,26.600
2019-01-05 16:00:00,1.705,2.460,6.515,9.283,75.00,26.600
2019-01-05 16:30:00,1.775,3.090,6.569,8.995,83.00,26.600
2019-01-05 17:00:00,1.721,2.710,6.642,8.637,77.00,26.650
2019-01-05 17:30:00,1.756,2.730,6.624,8.994,78.00,26.500
2019-01-05 18:00:00,1.826,3.220,6.409,9.253,78.00,26.400
2019-01-05 18:30:00,1.838,3.180,6.882,8.469,80.00,26.350
2019-01-05 19:00:00,1.703,2.710,6.488,8.820,77.00,26.300
2019-01-05 19:30:00,1.650,2.600,6.281,7.577,81.00,26.250
2019-01-05 20:00:00,1.835,3.700,6.865,8.936,78.00,26.150
2019-01-05 20:30:00,1.617,2.690,6.335,8.882,68.00,26.100
2019-01-05 21:00:00,1.670,2.480,6.515,8.534,84.00,26.050
2019-01-05 21:30:00,1.823,2.830,6.669,8.884,77.00,26.050
2019-01-05 22:00:00,1.741,2.600,6.817,8.199,80.00,26.050
2019-01-05 22:30:00,1.757,3.140,6.435,8.998,77.00,26.000
2019-01-05 23:00:00,1.717,3.510,6.581,8.155,78.00,25.950
2019-01-05 23:30:00,1.653,3.260,6.537,8.303,78.00,25.950
2019-01-06 00:00:00,1.665,3.070,6.345,8.937,81.00,25.900
2019-01-06 00:30:00,1.592,3.020,6.309,8.957,77.00,25.850
2019-01-06 01:00:00,1.715,3.080,6.586,8.914,75.00,25.800
2019-01-06 01:30:00,1.555,2.570,6.202,8.871,73.00,25.750
2019-01-06 02:00:00,1.679,2.490,6.551,8.055,77.00,25.750
2019-01-06 02:30:00,1.612,2.570,6.690,8.421,74.00,25.750
2019-01-06 03:00:00,1.646,2.730,6.769,8.781,73.00,25.750
2019-01-06 03:30:00,1.765,3.050,6.590,8.776,74.00,25.750
2019-01-06 04:00:00,1.651,2.790,6.259,8.924,80.00,25.750
2019-01-06 04:30:00,1.603,2.640,6.081,8.878,73.00,25.750
2019-01-06 05:00:00,1.600,2.580,6.188,8.812,75.00,25.750
2019-01-06 05:30:00,1.526,2.480,6.524,9.779,81.00,25.750
2019-01-06 06:00:00,1.599,2.470,6.260,8.776,81.00,25.750
2019-01-06 06:30:00,1.580,2.400,6.330,9.727,77.00,25.750
2019-01-06 07:00:00,1.527,2.330,5.948,8.542,87.00,25.750
2019-01-06 07:30:00,1.570,2.330,6.100,8.863,81.00,25.750
2019-01-06 08:00:00,1.566,2.370,6.104,8.149,80.00,25.800
2019-01-06 08:30:00,1.458,2.210,5.690,9.254,78.00,25.950
2019-01-06 09:00:00,1.601,2.490,6.116,8.887,78.00,25.950
2019-01-06 09:30:00,1.555,2.560,6.012,8.806,87.00,26.050
2019-01-06 10:00:00,1.555,2.800,6.617,8.544,80.00,26.050
2019-01-06 10:30:00,1.602,2.490,6.271,9.702,87.00,26.200
2019-01-06 11:00:00,1.568,2.370,6.328,8.202,78.00,26.250
2019-01-06 11:30:00,1.676,3.080,6.720,8.813,87.00,26.350
2019-01-06 12:00:00,1.589,2.390,6.271,8.684,85.00,26.350
2019-01-06 12:30:00,1.574,2.360,6.135,9.682,81.00,26.400
2019-01-06 13:00:00,1.672,2.680,6.307,8.779,77.00,26.400
2019-01-06 13:30:00,1.678,2.780,5.876,9.304,90.00,26.400
2019-01-06 14:00:00,1.564,3.320,5.942,9.401,80.00,26.400
2019-01-06 14:30:00,1.589,2.970,6.125,8.867,83.00,26.500
2019-01-06 15:00:00,1.647,2.960,6.090,9.027,85.00,26.450
2019-01-06 15:30:00,1.642,2.720,6.296,8.480,84.00,26.450
2019-01-06 16:00:00,1.725,3.340,6.277,9.219,92.00,26.450
2019-01-06 16:30:00,1.765,2.890,6.770,8.296,83.00,26.500
2019-01-06 17:00:00,1.561,2.850,5.852,9.301,80.00,26.450
2019-01-06 17:30:00,1.707,2.670,6.472,8.586,80.00,26.450
2019-01-06 18:00:00,1.763,3.700,6.385,9.311,91.00,26.450
2019-01-06 18:30:00,1.762,2.890,6.243,9.252,81.00,26.450
2019-01-06 19:00:00,1.716,3.060,6.354,8.835,74.00,26.400
2019-01-06 19:30:00,1.702,2.630,6.423,8.205,80.00,26.350
2019-01-06 20:00:00,1.857,3.420,6.563,8.759,74.00,26.350
2019-01-06 20:30:00,1.645,2.640,6.169,9.218,80.00,26.300
2019-01-06 21:00:00,1.639,2.550,6.290,8.537,74.00,26.300
2019-01-06 21:30:00,1.766,2.970,6.078,8.743,83.00,26.250
2019-01-06 22:00:00,1.623,2.430,6.184,8.523,73.00,26.250
2019-01-06 22:30:00,1.739,2.960,6.006,8.665,77.00,26.250
2019-01-06 23:00:00,1.659,2.760,5.890,8.825,75.00,26.250
2019-01-06 23:30:00,1.792,2.650,5.975,8.805,81.00,26.200
2019-01-07 00:00:00,1.695,2.520,5.880,9.225,78.00,26.200
2019-01-07 00:30:00,1.745,3.010,5.899,8.857,71.00,26.200
2019-01-07 01:00:00,1.682,3.030,5.864,8.651,71.00,26.150
2019-01-07 01:30:00,1.694,2.740,5.781,8.967,74.00,26.150
2019-01-07 02:00:00,1.485,2.260,5.564,7.889,68.00,26.150
2019-01-07 02:30:00,1.738,3.380,6.221,8.641,68.00,26.150
2019-01-07 03:00:00,1.728,3.040,6.018,9.175,71.00,26.100
2019-01-07 03:30:00,1.667,2.880,5.773,8.567,75.00,26.100
2019-01-07 04:00:00,1.724,2.830,5.721,8.507,67.00,26.050
2019-01-07 04:30:00,1.674,2.490,5.817,7.900,74.00,26.050
2019-01-07 05:00:00,1.669,2.740,5.776,8.862,73.00,26.050
2019-01-07 05:30:00,1.635,2.940,5.881,8.853,81.00,26.050
2019-01-07 06:00:00,1.542,2.370,5.677,9.310,73.00,26.050
2019-01-07 06:30:00,1.603,3.060,5.597,8.945,71.00,26.050
2019-01-07 07:00:00,1.684,2.780,5.569,9.181,66.00,26.050
2019-01-07 07:30:00,1.668,2.860,5.605,7.862,81.00,26.050
2019-01-07 08:00:00,1.580,2.994,5.609,9.230,81.00,26.050
2019-01-07 08:30:00,1.629,3.020,5.324,8.846,77.00,26.050
2019-01-07 09:00:00,1.585,2.940,5.686,8.887,74.00,26.050
2019-01-07 09:30:00,1.642,2.720,5.676,9.022,74.00,26.050
2019-01-07 10:00:00,1.718,3.240,5.815,9.202,78.00,26.050
2019-01-07 10:30:00,1.759,2.560,5.908,8.527,74.00,26.050
2019-01-07 11:00:00,1.739,3.040,5.593,8.540,75.00,26.050
2019-01-07 11:30:00,1.619,2.880,5.543,9.218,68.00,26.100
2019-01-07 12:00:00,1.761,3.000,5.750,7.021,75.00,26.150
2019-01-07 12:30:00,1.796,2.810,6.188,9.297,74.00,26.150
2019-01-07 13:00:00,1.760,2.900,6.042,8.949,78.00,26.150
2019-01-07 13:30:00,1.660,2.410,6.218,8.533,71.00,26.150
2019-01-07 14:00:00,1.721,2.590,5.948,8.916,68.00,26.150
2019-01-07 14:30:00,1.762,3.030,5.980,8.901,73.00,26.150
2019-01-07 15:00:00,1.831,2.940,6.321,8.458,67.00,26.100
2019-01-07 15:30:00,1.816,3.030,6.234,8.616,71.00,26.100
2019-01-07 16:00:00,1.674,2.670,6.079,8.114,81.00,26.100
2019-01-07 16:30:00,1.694,3.270,6.078,8.901,68.00,26.100
2019-01-07 17:00:00,1.760,3.460,6.233,8.553,66.00,26.100
2019-01-07 17:30:00,1.725,2.900,6.194,8.411,59.00,26.100
2019-01-07 18:00:00,1.715,2.740,5.942,9.232,67.00,26.050
2019-01-07 18:30:00,1.718,2.990,6.080,9.253,57.00,26.050
2019-01-07 19:00:00,1.661,3.240,6.180,8.257,63.00,26.050
2019-01-07 19:30:00,1.760,2.840,6.003,8.536,68.00,26.050
2019-01-07 20:00:00,1.801,3.180,6.005,8.214,64.00,26.050
2019-01-07 20:30:00,1.640,2.860,5.893,9.309,68.00,26.050
2019-01-07 21:00:00,1.813,3.000,6.340,8.886,81.00,26.000
2019-01-07 21:30:00,1.730,2.680,5.871,8.885,73.00,26.050
2019-01-07 22:00:00,1.944,3.040,6.265,8.564,73.00,26.000
2019-01-07 22:30:00,1.970,3.720,6.095,8.525,70.00,26.000
2019-01-07 23:00:00,1.825,3.380,6.017,8.507,68.00,26.000
2019-01-07 23:30:00,1.781,3.330,5.940,8.543,70.00,26.000
2019-01-08 00:00:00,1.811,2.950,5.892,9.062,70.00,26.000
2019-01-08 00:30:00,1.837,2.910,5.835,9.290,74.00,25.950
2019-01-08 01:00:00,1.837,2.920,5.791,7.892,63.00,25.950
2019-01-08 01:30:00,1.962,3.480,6.172,8.867,68.00,25.950
2019-01-08 02:00:00,1.762,2.920,5.781,8.821,73.00,25.950
2019-01-08 02:30:00,1.873,2.960,6.046,8.860,63.00,25.950
2019-01-08 03:00:00,1.821,2.880,6.020,8.816,71.00,25.950
2019-01-08 03:30:00,1.830,2.880,5.997,8.506,63.00,25.950
2019-01-08 04:00:00,1.762,2.750,5.745,8.402,64.00,25.950
2019-01-08 04:30:00,1.831,3.260,5.631,8.183,75.00,25.950
2019-01-08 05:00:00,1.788,3.410,5.653,8.208,73.00,25.950
2019-01-08 05:30:00,1.921,3.410,6.069,8.900,75.00,25.900
2019-01-08 06:00:00,1.894,2.910,5.917,8.561,80.00,25.950
2019-01-08 06:30:00,2.076,3.090,5.956,8.188,66.00,25.950
2019-01-08 07:00:00,2.007,3.050,5.959,8.816,63.00,25.950
2019-01-08 07:30:00,1.893,3.550,5.958,8.814,73.00,25.950
2019-01-08 08:00:00,1.917,3.560,5.659,7.907,80.00,25.950
2019-01-08 08:30:00,1.822,2.760,5.951,8.768,83.00,25.950
2019-01-08 09:00:00,1.929,3.210,5.988,8.540,84.00,25.950
2019-01-08 09:30:00,1.761,3.120,5.954,9.258,78.00,25.950
2019-01-08 10:00:00,1.794,2.910,5.891,8.143,87.00,26.000
2019-01-08 10:30:00,1.778,3.250,5.783,7.850,75.00,26.050
2019-01-08 11:00:00,1.777,2.600,6.280,8.763,68.00,26.050
2019-01-08 11:30:00,1.837,2.990,6.148,8.598,73.00,26.050
2019-01-08 12:00:00,1.840,2.850,6.303,8.840,78.00,26.100
2019-01-08 12:30:00,1.867,2.900,6.373,8.555,78.00,26.150
2019-01-08 13:00:00,1.654,2.540,5.825,8.287,85.00,26.200
2019-01-08 13:30:00,1.805,3.250,6.164,8.545,64.00,26.200
2019-01-08 14:00:00,1.783,2.880,6.366,8.892,64.00,26.200
2019-01-08 14:30:00,1.651,2.900,6.062,8.304,73.00,26.200
2019-01-08 15:00:00,1.703,3.070,6.393,8.348,71.00,26.250
2019-01-08 15:30:00,1.800,2.590,6.862,8.434,81.00,26.250
2019-01-08 16:00:00,1.674,2.700,6.221,9.270,66.00,26.250
2019-01-08 16:30:00,1.782,2.790,6.742,8.715,59.00,26.250
2019-01-08 17:00:00,1.835,3.020,6.436,8.212,67.00,26.250
2019-01-08 17:30:00,1.756,2.690,6.285,8.298,63.00,26.250
2019-01-08 18:00:00,1.633,3.230,6.097,8.172,61.00,26.200
2019-01-08 18:30:00,1.731,2.580,6.281,8.446,66.00,26.200
2019-01-08 19:00:00,1.591,2.720,6.108,7.581,67.00,26.150
2019-01-08 19:30:00,1.658,2.600,6.074,8.195,67.00,26.150
2019-01-08 20:00:00,1.683,2.940,5.912,8.501,71.00,26.100
