Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
2019-04-13 21:00:00,1.634,2.721,4.946,7.575,88.00,25.150
2019-04-13 21:30:00,1.581,2.450,5.245,7.011,81.00,25.150
2019-04-13 22:00:00,1.554,2.580,4.967,7.198,91.00,25.100
2019-04-13 22:30:00,1.444,3.220,4.903,7.187,90.00,25.100
2019-04-13 23:00:00,1.541,2.330,4.920,7.015,91.00,25.100
2019-04-13 23:30:00,1.556,2.510,5.199,7.842,85.00,25.100
2019-04-14 00:00:00,1.450,2.180,5.012,7.036,83.00,25.100
2019-04-14 00:30:00,1.535,2.570,5.050,7.001,92.00,25.100
2019-04-14 01:00:00,1.483,2.340,4.964,7.240,88.00,25.100
2019-04-14 01:30:00,1.410,2.810,4.907,7.649,87.00,25.100
2019-04-14 02:00:00,1.456,2.380,5.045,7.037,81.00,25.100
2019-04-14 02:30:00,1.574,2.782,5.154,7.525,91.00,25.100
2019-04-14 03:00:00,1.561,2.600,5.122,6.841,83.00,25.100
2019-04-14 03:30:00,1.485,2.400,5.060,7.577,85.00,25.100
2019-04-14 04:00:00,1.549,2.670,5.184,7.609,87.00,25.100
2019-04-14 04:30:00,1.547,2.660,5.361,7.535,84.00,25.100
2019-04-14 05:00:00,1.553,2.180,5.342,6.761,84.00,25.100
2019-04-14 05:30:00,1.439,2.750,5.159,7.288,88.00,25.100
2019-04-14 06:00:00,1.403,2.300,4.943,8.200,77.00,25.050
2019-04-14 06:30:00,1.572,3.110,5.507,7.887,75.00,25.050
2019-04-14 07:00:00,1.412,2.710,5.131,7.751,84.00,25.050
2019-04-14 07:30:00,1.448,2.460,5.321,7.624,81.00,25.050
2019-04-14 08:00:00,1.462,2.270,5.246,8.482,85.00,25.050
2019-04-14 08:30:00,1.571,2.480,5.542,8.187,81.00,25.100
2019-04-14 09:00:00,1.512,2.320,5.417,7.796,81.00,25.100
2019-04-14 09:30:00,1.373,2.360,5.219,7.770,68.00,25.100
2019-04-14 10:00:00,1.426,2.041,5.464,7.781,83.00,25.150
2019-04-14 10:30:00,1.561,2.630,5.412,7.596,78.00,25.200
2019-04-14 11:00:00,1.460,2.880,5.361,8.162,75.00,25.200
2019-04-14 11:30:00,1.388,2.470,5.142,7.791,70.00,25.200
2019-04-14 12:00:00,1.438,2.430,5.087,8.480,74.00,25.250
2019-04-14 12:30:00,1.399,2.810,5.078,7.590,74.00,25.300
2019-04-14 13:00:00,1.417,2.310,5.379,7.829,68.00,25.300
2019-04-14 13:30:00,1.382,2.240,5.205,8.172,78.00,25.250
2019-04-14 14:00:00,1.354,2.110,5.196,7.373,67.00,25.300
2019-04-14 14:30:00,1.408,2.441,5.187,7.062,78.00,25.250
2019-04-14 15:00:00,1.369,2.500,5.302,8.079,74.00,25.250
2019-04-14 15:30:00,1.318,2.390,4.952,7.867,78.00,25.300
2019-04-14 16:00:00,1.380,2.210,5.279,7.832,80.00,25.250
2019-04-14 16:30:00,1.448,2.150,5.523,7.553,81.00,25.250
2019-04-14 17:00:00,1.412,2.390,5.312,7.599,75.00,25.250
2019-04-14 17:30:00,1.436,2.420,5.422,7.528,77.00,25.250
2019-04-14 18:00:00,1.328,2.140,4.944,7.614,77.00,25.250
2019-04-14 18:30:00,1.419,2.650,5.239,7.874,84.00,25.250
2019-04-14 19:00:00,1.382,2.380,5.499,8.132,83.00,25.250
2019-04-14 19:30:00,1.324,2.020,5.035,7.531,80.00,25.250
2019-04-14 20:00:00,1.331,1.980,5.210,7.802,80.00,25.200
2019-04-14 20:30:00,1.380,2.100,5.241,7.846,74.00,25.200
2019-04-14 21:00:00,1.322,2.330,5.028,7.334,83.00,25.200
2019-04-14 21:30:00,1.285,1.960,4.814,7.816,78.00,25.200
2019-04-14 22:00:00,1.284,2.480,5.010,6.996,87.00,25.200
2019-04-14 22:30:00,1.351,2.453,4.940,8.134,87.00,25.200
2019-04-14 23:00:00,1.331,2.070,4.873,7.207,78.00,25.200
2019-04-14 23:30:00,1.334,2.342,5.168,7.496,81.00,25.200
2019-04-15 00:00:00,1.297,2.210,5.104,7.091,87.00,25.200
2019-04-15 00:30:00,1.306,2.070,5.271,7.297,92.00,25.200
2019-04-15 01:00:00,1.296,2.120,5.028,7.300,92.00,25.200
2019-04-15 01:30:00,1.337,2.260,5.247,7.517,94.00,25.200
2019-04-15 02:00:00,1.411,2.060,5.010,7.573,80.00,25.150
2019-04-15 02:30:00,1.433,2.370,4.997,7.497,94.00,25.200
2019-04-15 03:00:00,1.354,2.340,5.194,7.864,90.00,25.200
2019-04-15 03:30:00,1.342,2.210,5.110,7.816,85.00,25.200
2019-04-15 04:00:00,1.184,1.850,4.943,7.253,84.00,25.200
2019-04-15 04:30:00,1.256,1.980,5.307,7.568,81.00,25.150
2019-04-15 05:00:00,1.186,2.020,5.163,7.591,87.00,25.150
2019-04-15 05:30:00,1.259,2.140,5.271,8.114,83.00,25.150
2019-04-15 06:00:00,1.170,1.870,5.288,7.839,78.00,25.150
2019-04-15 06:30:00,1.198,1.740,4.963,7.923,84.00,25.150
2019-04-15 07:00:00,1.249,2.170,5.100,8.390,77.00,25.200
2019-04-15 07:30:00,1.150,1.850,4.687,8.100,80.00,25.150
2019-04-15 08:00:00,1.162,2.240,4.551,7.860,77.00,25.150
2019-04-15 08:30:00,1.252,2.002,4.839,7.528,75.00,25.150
2019-04-15 09:00:00,1.216,2.430,5.056,8.112,84.00,25.150
2019-04-15 09:30:00,1.353,2.070,5.367,8.470,70.00,25.150
2019-04-15 10:00:00,1.157,1.870,4.907,8.475,78.00,25.200
2019-04-15 10:30:00,1.194,1.829,5.012,8.197,88.00,25.200
2019-04-15 11:00:00,1.219,1.960,5.173,7.865,75.00,25.200
2019-04-15 11:30:00,1.205,2.040,5.327,7.859,80.00,25.200
2019-04-15 12:00:00,1.249,2.230,5.507,8.483,87.00,25.200
2019-04-15 12:30:00,1.175,1.940,5.265,8.202,74.00,25.200
2019-04-15 13:00:00,1.156,1.910,5.071,8.332,75.00,25.200
2019-04-15 13:30:00,1.174,2.340,5.193,8.125,74.00,25.200
2019-04-15 14:00:00,1.157,2.400,4.976,8.309,83.00,25.200
2019-04-15 14:30:00,1.128,1.689,5.047,8.828,68.00,25.250
2019-04-15 15:00:00,1.120,1.800,5.242,7.825,84.00,25.250
2019-04-15 15:30:00,1.169,1.780,5.419,8.314,85.00,25.250
2019-04-15 16:00:00,1.186,2.020,5.509,8.108,83.00,25.250
2019-04-15 16:30:00,1.170,1.840,5.394,8.508,78.00,25.250
2019-04-15 17:00:00,1.145,2.630,5.348,8.056,75.00,25.250
2019-04-15 17:30:00,1.151,1.770,5.379,8.576,85.00,25.250
2019-04-15 18:00:00,1.153,2.030,5.278,7.618,77.00,25.250
2019-04-15 18:30:00,1.123,1.800,5.122,8.176,77.00,25.200
2019-04-15 19:00:00,1.185,1.850,5.368,8.163,80.00,25.250
2019-04-15 19:30:00,1.027,1.860,5.023,7.963,81.00,25.200
2019-04-15 20:00:00,1.130,2.240,5.186,8.021,83.00,25.200
2019-04-15 20:30:00,1.063,1.790,4.787,8.372,87.00,25.200
2019-04-15 21:00:00,1.149,2.150,4.935,8.420,80.00,25.200
2019-04-15 21:30:00,1.092,2.200,4.973,8.166,78.00,25.200
2019-04-15 22:00:00,1.241,1.920,5.275,8.177,74.00,25.150
2019-04-15 22:30:00,1.151,1.820,4.928,7.976,75.00,25.150
2019-04-15 23:00:00,1.173,1.740,4.926,7.451,84.00,25.150
2019-04-15 23:30:00,1.192,2.030,4.777,8.177,85.00,25.150
2019-04-16 00:00:00,1.255,2.160,4.891,7.879,85.00,25.150
2019-04-16 00:30:00,1.173,1.890,4.840,8.194,88.00,25.150
2019-04-16 01:00:00,1.306,1.980,4.941,7.908,84.00,25.150
2019-04-16 01:30:00,1.158,1.840,5.073,7.862,85.00,25.150
2019-04-16 02:00:00,1.191,1.890,5.027,7.650,90.00,25.150
2019-04-16 02:30:00,1.239,1.880,5.149,8.184,91.00,25.150
2019-04-16 03:00:00,1.183,1.940,4.772,8.467,87.00,25.150
2019-04-16 03:30:00,1.162,1.970,5.012,7.830,88.00,25.150
2019-04-16 04:00:00,1.163,2.060,4.625,7.916,90.00,25.150
2019-04-16 04:30:00,1.191,1.810,5.099,7.890,91.00,25.150
2019-04-16 05:00:00,1.208,2.140,4.979,8.189,73.00,25.150
2019-04-16 05:30:00,1.242,2.170,4.980,7.776,73.00,25.150
2019-04-16 06:00:00,1.190,2.080,4.993,7.788,80.00,25.150
2019-04-16 06:30:00,1.230,1.910,5.301,8.112,83.00,25.100
2019-04-16 07:00:00,1.178,2.270,5.157,8.158,81.00,25.150
2019-04-16 07:30:00,1.159,1.890,4.937,8.347,81.00,25.150
2019-04-16 08:00:00,1.095,1.720,4.869,7.664,77.00,25.150
2019-04-16 08:30:00,1.135,1.950,4.829,7.877,87.00,25.150
2019-04-16 09:00:00,1.175,1.990,4.900,8.140,84.00,25.150
2019-04-16 09:30:00,1.204,2.020,5.068,7.644,78.00,25.150
2019-04-16 10:00:00,1.087,2.130,5.065,7.754,81.00,25.100
2019-04-16 10:30:00,1.139,2.040,4.811,7.888,85.00,25.150
2019-04-16 11:00:00,1.060,1.820,4.773,7.921,78.00,25.150
2019-04-16 11:30:00,1.124,1.750,4.890,7.840,81.00,25.150
2019-04-16 12:00:00,1.081,1.920,4.707,8.177,83.00,25.150
2019-04-16 12:30:00,1.052,1.700,4.927,8.474,75.00,25.200
2019-04-16 13:00:00,1.139,2.050,4.855,8.152,81.00,25.200
2019-04-16 13:30:00,1.208,2.030,4.998,7.358,83.00,25.200
2019-04-16 14:00:00,1.110,1.740,5.160,7.260,85.00,25.200
2019-04-16 14:30:00,1.166,1.860,5.274,8.447,77.00,25.200
2019-04-16 15:00:00,1.130,2.180,5.351,7.365,75.00,25.200
2019-04-16 15:30:00,1.129,1.760,5.203,8.520,87.00,25.200
2019-04-16 16:00:00,1.107,2.280,5.506,7.909,80.00,25.100
2019-04-16 16:30:00,1.031,1.730,5.175,8.155,78.00,25.150
2019-04-16 17:00:00,1.085,1.700,5.072,8.147,87.00,25.200
2019-04-16 17:30:00,1.022,1.840,4.701,8.786,92.00,25.150
2019-04-16 18:00:00,1.103,1.680,4.810,8.216,84.00,25.200
2019-04-16 18:30:00,1.072,1.692,4.633,7.435,78.00,25.150
2019-04-16 19:00:00,1.070,1.700,4.950,7.944,85.00,25.150
2019-04-16 19:30:00,1.043,1.890,5.123,7.862,90.00,25.150
2019-04-16 20:00:00,1.102,1.820,4.650,8.399,90.00,25.150
2019-04-16 20:30:00,1.162,1.890,4.736,7.336,83.00,25.150
2019-04-16 21:00:00,1.174,1.760,4.708,8.258,84.00,25.150
2019-04-16 21:30:00,1.204,1.940,4.857,8.089,85.00,25.100
2019-04-16 22:00:00,1.228,1.940,4.824,7.498,80.00,25.100
2019-04-16 22:30:00,1.245,1.980,4.686,7.512,84.00,25.150
2019-04-16 23:00:00,1.314,2.365,4.754,8.262,94.00,25.100
2019-04-16 23:30:00,1.364,2.060,4.966,7.546,85.00,25.100
2019-04-17 00:00:00,1.346,2.340,4.767,8.494,87.00,25.100
2019-04-17 00:30:00,1.382,2.300,4.893,7.050,88.00,25.100
2019-04-17 01:00:00,1.322,1.970,4.875,7.888,83.00,25.100
2019-04-17 01:30:00,1.302,2.690,4.880,5.638,80.00,25.100
2019-04-17 02:00:00,1.365,2.840,5.076,8.239,85.00,25.100
2019-04-17 02:30:00,1.377,2.370,5.177,8.578,80.00,25.050
2019-04-17 03:00:00,1.308,2.030,4.942,8.502,80.00,25.000
2019-04-17 03:30:00,1.377,2.364,4.963,4.823,68.00,25.000
2019-04-17 04:00:00,1.365,2.280,5.268,8.521,91.00,25.000
2019-04-17 04:30:00,1.330,2.070,5.071,7.258,74.00,24.950
2019-04-17 05:00:00,1.310,2.350,5.037,7.310,78.00,24.950
2019-04-17 05:30:00,1.278,2.440,5.173,8.179,87.00,24.950
2019-04-17 06:00:00,1.229,2.570,4.933,7.840,70.00,24.950
2019-04-17 06:30:00,1.285,2.550,5.049,6.020,77.00,24.950
2019-04-17 07:00:00,1.298,2.170,5.255,7.852,92.00,24.950
2019-04-17 07:30:00,1.309,2.360,5.139,8.518,97.00,24.950
2019-04-17 08:00:00,1.339,2.300,5.089,8.886,74.00,25.000
2019-04-17 08:30:00,1.325,2.490,5.169,8.878,73.00,24.950
2019-04-17 09:00:00,1.271,2.110,5.039,7.565,97.00,25.000
2019-04-17 09:30:00,1.319,2.500,4.936,5.823,87.00,25.000
2019-04-17 10:00:00,1.274,2.240,4.957,6.154,88.00,25.000
2019-04-17 10:30:00,1.229,1.990,4.735,7.033,95.00,25.000
2019-04-17 11:00:00,1.200,2.000,4.755,8.498,105.00,25.000
2019-04-17 11:30:00,1.222,2.060,4.969,7.057,81.00,25.000
2019-04-17 12:00:00,1.219,2.140,4.880,7.939,84.00,25.000
2019-04-17 12:30:00,1.150,2.050,4.921,6.352,77.00,25.000
2019-04-17 13:00:00,1.176,1.840,4.929,7.290,74.00,25.000
2019-04-17 13:30:00,1.249,1.910,4.724,7.538,78.00,25.000
2019-04-17 14:00:00,1.251,2.200,4.725,7.571,75.00,25.000
2019-04-17 14:30:00,1.219,1.850,4.788,7.533,87.00,25.000
2019-04-17 15:00:00,1.223,2.080,4.871,8.867,85.00,25.050
2019-04-17 15:30:00,1.194,1.890,4.688,6.142,80.00,25.000
2019-04-17 16:00:00,1.173,1.850,4.804,6.997,87.00,25.000
2019-04-17 16:30:00,1.130,1.780,5.019,8.129,81.00,25.000
2019-04-17 17:00:00,1.102,1.930,4.936,7.849,92.00,25.000
2019-04-17 17:30:00,1.125,2.130,4.781,8.500,80.00,24.950
2019-04-17 18:00:00,1.037,1.710,4.819,7.881,85.00,25.000
2019-04-17 18:30:00,1.113,1.800,5.007,9.247,81.00,25.000
2019-04-17 19:00:00,1.119,1.840,5.276,9.488,80.00,25.000
2019-04-17 19:30:00,1.083,1.800,5.028,8.919,83.00,25.000
2019-04-17 20:00:00,1.150,1.720,5.200,8.303,78.00,24.950
2019-04-17 20:30:00,1.128,2.050,4.849,7.877,101.00,24.950
2019-04-17 21:00:00,1.163,2.080,5.047,8.499,97.00,24.950
2019-04-17 21:30:00,1.184,1.720,5.095,8.485,88.00,24.950
2019-04-17 22:00:00,1.172,1.830,5.240,7.094,81.00,24.950
2019-04-17 22:30:00,1.221,2.060,5.344,8.174,94.00,24.950
2019-04-17 23:00:00,1.121,1.670,4.913,9.245,92.00,24.950
2019-04-17 23:30:00,1.236,2.220,4.993,8.554,83.00,24.950
2019-04-18 00:00:00,1.248,2.090,5.097,8.829,90.00,24.950
2019-04-18 00:30:00,1.238,1.830,4.820,9.255,91.00,24.900
2019-04-18 01:00:00,1.307,1.940,5.260,9.238,87.00,24.900
2019-04-18 01:30:00,1.272,2.030,4.952,7.796,90.00,24.900
2019-04-18 02:00:00,1.264,1.850,4.880,8.875,88.00,24.900
2019-04-18 02:30:00,1.237,1.960,5.073,8.526,90.00,24.850
2019-04-18 03:00:00,1.260,2.320,5.049,8.904,90.00,24.850
2019-04-18 03:30:00,1.225,1.980,4.899,8.487,92.00,24.850
2019-04-18 04:00:00,1.282,2.460,5.233,8.271,99.00,24.850
2019-04-18 04:30:00,1.169,1.888,4.879,9.274,90.00,24.850
2019-04-18 05:00:00,1.287,2.280,5.073,9.026,104.00,24.850
2019-04-18 05:30:00,1.335,2.130,5.232,8.891,90.00,24.850
2019-04-18 06:00:00,1.286,2.180,5.075,8.840,87.00,24.800
2019-04-18 06:30:00,1.299,2.250,5.016,7.269,97.00,24.800
2019-04-18 07:00:00,1.211,2.090,4.988,8.716,95.00,24.850
2019-04-18 07:30:00,1.278,2.224,5.140,8.453,85.00,24.850
2019-04-18 08:00:00,1.206,1.880,5.060,8.658,94.00,24.800
2019-04-18 08:30:00,1.295,1.980,4.965,7.040,87.00,24.850
2019-04-18 09:00:00,1.300,2.410,5.075,7.883,99.00,24.800
2019-04-18 09:30:00,1.199,1.940,4.695,8.941,91.00,24.800
2019-04-18 10:00:00,1.275,2.120,4.820,9.228,83.00,24.850
2019-04-18 10:30:00,1.347,2.160,4.953,7.541,94.00,24.850
2019-04-18 11:00:00,1.350,2.460,5.179,7.026,91.00,24.850
2019-04-18 11:30:00,1.251,1.740,4.920,9.238,87.00,24.850
2019-04-18 12:00:00,1.254,2.476,5.077,8.519,84.00,24.850
2019-04-18 12:30:00,1.334,2.170,4.974,8.737,71.00,24.850
2019-04-18 13:00:00,1.281,2.030,4.717,8.755,88.00,24.850
2019-04-18 13:30:00,1.320,2.250,4.891,8.859,95.00,24.900
2019-04-18 14:00:00,1.325,2.440,4.969,8.833,85.00,24.900
2019-04-18 14:30:00,1.371,2.090,4.967,8.250,78.00,24.850
2019-04-18 15:00:00,1.357,2.218,4.878,8.448,90.00,24.850
2019-04-18 15:30:00,1.478,2.400,4.941,8.656,92.00,24.850
2019-04-18 16:00:00,1.440,2.230,5.173,8.593,94.00,24.850
2019-04-18 16:30:00,1.398,2.280,5.079,8.524,102.00,24.850
2019-04-18 17:00:00,1.481,2.380,4.725,7.939,88.00,24.850
2019-04-18 17:30:00,1.471,2.660,5.058,8.546,109.00,24.850
2019-04-18 18:00:00,1.484,2.170,5.202,8.474,97.00,24.850
2019-04-18 18:30:00,1.522,3.100,5.226,8.511,94.00,24.850
2019-04-18 19:00:00,1.495,2.580,5.154,7.938,97.00,24.850
2019-04-18 19:30:00,1.533,2.920,5.142,9.293,98.00,24.850
2019-04-18 20:00:00,1.475,2.241,5.072,8.581,84.00,24.850
2019-04-18 20:30:00,1.634,2.670,5.507,8.307,97.00,24.850
2019-04-18 21:00:00,1.440,2.380,5.099,8.735,94.00,24.800
2019-04-18 21:30:00,1.613,2.660,5.364,8.866,83.00,24.850
2019-04-18 22:00:00,1.545,2.330,5.355,8.550,92.00,24.800
2019-04-18 22:30:00,1.586,2.730,5.526,9.576,95.00,24.800
2019-04-18 23:00:00,1.669,2.770,5.570,9.015,91.00,24.800
2019-04-18 23:30:00,1.606,3.544,5.326,9.181,90.00,24.800
2019-04-19 00:00:00,1.648,2.800,5.493,9.336,94.00,24.800
2019-04-19 00:30:00,1.576,2.570,5.430,8.775,94.00,24.800
2019-04-19 01:00:00,1.584,2.460,5.534,9.251,90.00,24.750
2019-04-19 01:30:00,1.628,2.490,5.401,9.307,87.00,24.750
2019-04-19 02:00:00,1.563,2.870,5.603,8.705,92.00,24.750
2019-04-19 02:30:00,1.510,2.570,5.382,6.748,98.00,24.750
2019-04-19 03:00:00,1.737,3.150,5.970,8.963,95.00,24.750
2019-04-19 03:30:00,1.746,2.960,5.496,9.470,90.00,24.750
2019-04-19 04:00:00,1.644,2.927,5.536,8.471,88.00,24.750
2019-04-19 04:30:00,1.744,2.940,5.794,8.228,91.00,24.750
2019-04-19 05:00:00,1.759,2.800,5.728,8.969,97.00,24.700
2019-04-19 05:30:00,1.789,2.770,5.712,10.150,92.00,24.700
2019-04-19 06:00:00,1.888,3.871,5.619,9.293,95.00,24.700
2019-04-19 06:30:00,1.799,3.580,5.529,10.238,95.00,24.700
2019-04-19 07:00:00,1.827,2.990,6.030,10.212,90.00,24.700
2019-04-19 07:30:00,2.026,2.930,6.181,10.135,91.00,24.700
2019-04-19 08:00:00,2.055,3.320,6.363,10.047,99.00,24.750
2019-04-19 08:30:00,2.088,2.970,6.104,9.940,95.00,24.700
2019-04-19 09:00:00,2.073,3.156,6.343,9.801,94.00,24.700
2019-04-19 09:30:00,2.039,3.140,5.958,9.828,87.00,24.750
2019-04-19 10:00:00,2.114,3.612,6.221,10.610,84.00,24.700
2019-04-19 10:30:00,2.146,3.430,6.150,9.690,90.00,24.750
2019-04-19 11:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2019-04-19 11:30:00,2.274,4.420,6.199,9.772,85.00,24.750
2019-04-19 12:00:00,2.217,3.420,6.340,9.800,87.00,24.750
2019-04-19 12:30:00,2.163,3.310,6.342,10.938,88.00,24.750
2019-04-19 13:00:00,2.197,3.170,6.046,9.945,94.00,24.750
2019-04-19 13:30:00,2.138,3.319,6.267,10.869,90.00,24.750
2019-04-19 14:00:00,1.993,3.100,6.156,10.812,81.00,24.750
2019-04-19 14:30:00,2.276,3.610,6.204,10.756,90.00,24.750
2019-04-19 15:00:00,2.478,4.210,6.375,10.860,92.00,24.750
2019-04-19 15:30:00,2.144,3.680,6.433,10.874,94.00,24.750
2019-04-19 16:00:00,2.226,4.000,6.518,10.293,99.00,24.750
2019-04-19 16:30:00,2.242,3.180,6.618,10.650,92.00,24.750
2019-04-19 17:00:00,2.129,3.340,6.344,10.792,91.00,24.750
2019-04-19 17:30:00,2.173,3.050,6.878,10.753,95.00,24.700
2019-04-19 18:00:00,2.076,3.720,6.866,10.580,98.00,24.750
2019-04-19 18:30:00,1.968,3.190,6.438,10.785,97.00,24.750
2019-04-19 19:00:00,1.976,3.420,6.089,11.258,91.00,24.750
2019-04-19 19:30:00,1.960,3.440,6.110,11.184,95.00,24.700
2019-04-19 20:00:00,2.126,3.620,6.190,10.278,95.00,24.700
2019-04-19 20:30:00,2.088,3.484,6.054,10.941,105.00,24.750
2019-04-19 21:00:00,2.016,3.210,6.293,10.540,98.00,24.700
2019-04-19 21:30:00,2.256,4.000,6.353,9.793,91.00,24.700
2019-04-19 22:00:00,1.992,3.730,5.856,10.811,104.00,24.700
2019-04-19 22:30:00,2.206,3.340,6.137,9.858,91.00,24.700
2019-04-19 23:00:00,1.978,3.260,5.791,10.642,105.00,24.700
2019-04-19 23:30:00,2.252,3.440,6.036,9.429,84.00,24.700
2019-04-20 00:00:00,2.494,4.130,6.307,10.404,97.00,24.700
2019-04-20 00:30:00,2.421,3.920,6.593,10.403,95.00,24.650
2019-04-20 01:00:00,2.403,3.960,6.153,8.114,91.00,24.650
2019-04-20 01:30:00,2.527,4.240,6.405,10.215,94.00,24.650
2019-04-20 02:00:00,2.472,4.200,6.361,10.362,91.00,24.650
2019-04-20 02:30:00,2.398,3.620,6.420,9.877,91.00,24.650
2019-04-20 03:00:00,2.394,4.010,5.943,10.708,85.00,24.650
2019-04-20 03:30:00,2.469,3.990,6.186,10.584,92.00,24.650
2019-04-20 04:00:00,2.549,3.733,6.423,10.140,87.00,24.600
2019-04-20 04:30:00,2.591,4.090,6.539,10.321,91.00,24.600
2019-04-20 05:00:00,2.527,4.020,6.564,10.308,87.00,24.600
2019-04-20 05:30:00,2.395,3.810,6.314,10.241,90.00,24.600
2019-04-20 06:00:00,2.526,4.470,6.580,10.157,85.00,24.600
2019-04-20 06:30:00,2.509,4.620,6.550,10.812,94.00,24.600
2019-04-20 07:00:00,2.393,3.580,6.188,10.670,80.00,24.600
2019-04-20 07:30:00,2.460,3.840,6.344,10.598,88.00,24.600
2019-04-20 08:00:00,2.373,3.850,6.158,9.801,85.00,24.650
2019-04-20 08:30:00,2.492,3.870,6.387,10.447,87.00,24.650
2019-04-20 09:00:00,2.754,4.150,6.798,10.401,98.00,24.650
2019-04-20 09:30:00,2.379,3.800,6.573,10.582,94.00,24.650
2019-04-20 10:00:00,2.544,4.110,6.272,9.761,88.00,24.650
2019-04-20 10:30:00,2.460,3.680,6.743,10.361,91.00,24.650
2019-04-20 11:00:00,2.369,3.760,6.426,10.835,90.00,24.650
2019-04-20 11:30:00,2.244,3.480,6.505,10.234,102.00,24.650
2019-04-20 12:00:00,2.302,3.970,6.731,10.204,84.00,24.700
2019-04-20 12:30:00,2.170,3.490,6.281,8.471,91.00,24.700
2019-04-20 13:00:00,2.353,4.220,6.286,8.805,97.00,24.700
2019-04-20 13:30:00,2.163,3.680,6.317,10.395,95.00,24.700
2019-04-20 14:00:00,2.238,3.470,6.535,9.373,90.00,24.700
2019-04-20 14:30:00,2.254,3.471,6.494,10.302,104.00,24.700
2019-04-20 15:00:00,2.347,4.170,6.409,9.378,98.00,24.700
2019-04-20 15:30:00,2.136,4.270,6.079,10.721,98.00,24.700
2019-04-20 16:00:00,2.238,3.640,6.371,9.709,95.00,24.700
2019-04-20 16:30:00,2.157,3.480,6.334,10.316,87.00,24.700
2019-04-20 17:00:00,2.209,3.740,5.931,10.557,97.00,24.700
2019-04-20 17:30:00,2.285,4.090,5.829,9.924,94.00,24.700
2019-04-20 18:00:00,2.309,4.000,5.973,10.316,92.00,24.700
2019-04-20 18:30:00,2.273,3.760,5.979,9.844,87.00,24.650
2019-04-20 19:00:00,2.185,3.500,5.859,9.854,95.00,24.650
2019-04-20 19:30:00,2.185,3.313,5.731,7.269,88.00,24.700
2019-04-20 20:00:00,2.286,3.817,5.841,10.721,78.00,24.700
2019-04-20 20:30:00,2.341,3.760,6.124,10.314,92.00,24.700
2019-04-20 21:00:00,2.302,3.890,6.180,10.397,87.00,24.700
2019-04-20 21:30:00,2.380,4.120,6.366,10.761,87.00,24.650
2019-04-20 22:00:00,2.391,3.343,6.273,10.290,92.00,24.700
2019-04-20 22:30:00,2.441,4.010,6.361,10.419,92.00,24.650
2019-04-20 23:00:00,2.470,4.340,6.415,10.300,91.00,24.650
2019-04-20 23:30:00,2.347,3.680,6.092,9.873,91.00,24.650
2019-04-21 00:00:00,2.494,4.130,6.294,10.339,88.00,24.650
2019-04-21 00:30:00,2.432,3.920,6.191,9.962,87.00,24.650
2019-04-21 01:00:00,2.472,3.761,6.052,10.315,88.00,24.650
2019-04-21 01:30:00,2.579,4.450,6.320,8.265,90.00,24.650
2019-04-21 02:00:00,2.781,4.770,6.529,10.170,87.00,24.650
2019-04-21 02:30:00,2.800,4.221,6.444,9.314,84.00,24.600
2019-04-21 03:00:00,2.755,4.360,6.440,9.962,83.00,24.600
2019-04-21 03:30:00,2.691,5.300,6.319,10.208,87.00,24.600
2019-04-21 04:00:00,2.496,4.670,6.068,10.334,87.00,24.600
2019-04-21 04:30:00,2.468,4.038,6.351,9.251,94.00,24.600
2019-04-21 05:00:00,2.404,3.540,6.168,10.081,80.00,24.600
2019-04-21 05:30:00,2.876,5.190,6.754,10.305,80.00,24.600
2019-04-21 06:00:00,2.630,3.690,6.915,9.807,88.00,24.600
2019-04-21 06:30:00,2.380,3.918,6.670,10.404,84.00,24.600
2019-04-21 07:00:00,2.525,4.380,6.400,10.256,74.00,24.600
2019-04-21 07:30:00,2.303,4.410,6.205,10.216,78.00,24.650
2019-04-21 08:00:00,2.798,4.400,7.045,10.217,83.00,24.600
2019-04-21 08:30:00,2.413,3.660,6.372,9.018,87.00,24.650
2019-04-21 09:00:00,2.639,4.260,6.625,10.276,87.00,24.650
2019-04-21 09:30:00,2.284,3.820,6.385,9.362,92.00,24.650
2019-04-21 10:00:00,2.310,4.200,6.351,10.594,84.00,24.650
2019-04-21 10:30:00,2.357,4.120,6.617,9.932,88.00,24.650
2019-04-21 11:00:00,2.253,3.550,6.269,9.603,91.00,24.700
2019-04-21 11:30:00,2.154,3.560,6.324,9.903,84.00,24.700
2019-04-21 12:00:00,2.240,3.310,6.352,9.327,95.00,24.700
2019-04-21 12:30:00,2.290,3.310,6.400,9.815,81.00,24.700
2019-04-21 13:00:00,2.402,3.760,6.643,10.382,83.00,24.700
2019-04-21 13:30:00,2.505,3.580,6.629,10.058,81.00,24.700
2019-04-21 14:00:00,2.395,3.490,6.337,10.135,87.00,24.700
2019-04-21 14:30:00,2.483,4.840,6.513,10.266,75.00,24.700
2019-04-21 15:00:00,2.464,3.750,6.798,10.652,77.00,24.700
2019-04-21 15:30:00,2.482,3.820,6.635,10.258,81.00,24.700
2019-04-21 16:00:00,2.401,3.590,6.697,9.842,88.00,24.700
2019-04-21 16:30:00,2.459,3.660,6.435,9.443,83.00,24.700
2019-04-21 17:00:00,2.352,3.780,6.414,9.766,80.00,24.700
