Mutations,Epoch,Test Loss,Test Accuracy,Train Accuracy,Train Loss
0,1,5.109335422515869,0.08256880939006805,0.05511811003088951,5.2713212966918945
0,2,4.588544845581055,0.12935779988765717,0.08267716318368912,4.872721195220947
0,3,3.905540943145752,0.27155962586402893,0.19389763474464417,4.318777084350586
0,4,2.961306095123291,0.39082568883895874,0.32578739523887634,3.471872568130493
0,5,2.1612799167633057,0.5458715558052063,0.48671260476112366,2.516864061355591
0,6,1.574288010597229,0.6697247624397278,0.6377952694892883,1.7753956317901611
0,7,1.1530574560165405,0.7550458908081055,0.7347440719604492,1.2366783618927002
0,8,0.9026908278465271,0.8128440380096436,0.8361220359802246,0.8036267757415771
0,9,0.7349079251289368,0.8165137767791748,0.8686023354530334,0.5807843208312988
0,10,0.6413261294364929,0.8339449763298035,0.9104330539703369,0.40239372849464417
0,11,0.6431565880775452,0.853210985660553,0.9202755689620972,0.33148935437202454
0,12,0.5857768654823303,0.8605504631996155,0.9256889820098877,0.2944926619529724
0,13,0.5452171564102173,0.8559632897377014,0.9320865869522095,0.2630276083946228
0,14,0.5369633436203003,0.8587155938148499,0.9488189220428467,0.21249030530452728
0,15,0.5230321884155273,0.8697247505187988,0.9502952694892883,0.1858048290014267
0,16,0.4817461669445038,0.878899097442627,0.9552165269851685,0.16978392004966736
0,17,0.45666447281837463,0.8917431235313416,0.962598443031311,0.1485615372657776
0,18,0.5232988595962524,0.8678898811340332,0.9601377844810486,0.12402289360761642
0,19,0.5046104192733765,0.8761467933654785,0.9630905389785767,0.12734799087047577
0,20,0.49981701374053955,0.8752293586730957,0.9709645509719849,0.10586430877447128
3,1,1.1587580442428589,0.7146788835525513,0.3417168855667114,3.4461259841918945
3,2,0.4565778374671936,0.8871559500694275,0.9040708541870117,0.40230587124824524
3,3,0.40090927481651306,0.9073394536972046,0.9592301249504089,0.14807823300361633
3,4,0.4066014587879181,0.8972477316856384,0.9693149924278259,0.09761189669370651
3,5,0.4043322503566742,0.9027522802352905,0.978477418422699,0.06879734992980957
3,6,0.42145586013793945,0.9110091924667358,0.9807526469230652,0.06523170322179794
3,7,0.4119339883327484,0.9027522802352905,0.9835813641548157,0.050823722034692764
3,8,0.41451069712638855,0.9110091924667358,0.9856106042861938,0.045505937188863754
3,9,0.4194837808609009,0.9045871496200562,0.9876399040222168,0.03755288943648338
3,10,0.4270437955856323,0.9128440618515015,0.9887467622756958,0.0336398109793663
3,11,0.42104145884513855,0.9110091924667358,0.9896076917648315,0.03407025337219238
3,12,0.43736475706100464,0.910091757774353,0.9903455972671509,0.028226785361766815
3,13,0.454005628824234,0.9073394536972046,0.9915754795074463,0.029219873249530792
3,14,0.44477221369743347,0.9064220190048218,0.9918829202651978,0.025102777406573296
3,15,0.43335676193237305,0.9119266271591187,0.9915754795074463,0.024924473837018013
3,16,0.5054810643196106,0.9082568883895874,0.9934202432632446,0.021851394325494766
3,17,0.46822428703308105,0.9110091924667358,0.9928668141365051,0.02224300056695938
3,18,0.4468682110309601,0.9174311757087708,0.9935432076454163,0.02222316525876522
3,19,0.478089839220047,0.9110091924667358,0.9939736723899841,0.021210217848420143
3,20,0.4470718204975128,0.9165137410163879,0.9938507080078125,0.019337963312864304
6,1,0.4412429630756378,0.9018348455429077,0.8959254026412964,0.5067348480224609
6,2,0.4734562635421753,0.9119266271591187,0.9914987683296204,0.026816798374056816
6,3,0.5225077867507935,0.9073394536972046,0.9950960278511047,0.016503889113664627
6,4,0.597126305103302,0.9045871496200562,0.9964873194694519,0.012056340463459492
6,5,0.586441695690155,0.905504584312439,0.996933102607727,0.010480539873242378
6,6,0.5923726558685303,0.9091743230819702,0.997378945350647,0.009420226328074932
6,7,0.6065199971199036,0.9073394536972046,0.9981014728546143,0.006416738498955965
6,8,0.6405931115150452,0.9018348455429077,0.9980015158653259,0.0069509344175457954
6,9,0.6714505553245544,0.9045871496200562,0.9986855983734131,0.004784820601344109
6,10,0.6487216353416443,0.9027522802352905,0.9988393187522888,0.004397304728627205
6,11,0.739094614982605,0.9091743230819702,0.9990391731262207,0.003365820739418268
6,12,0.6737112998962402,0.8972477316856384,0.9984934329986572,0.00522737018764019
6,13,0.7350582480430603,0.9036697149276733,0.9990929961204529,0.0029165036976337433
6,14,0.7666982412338257,0.910091757774353,0.998877763748169,0.0035705529153347015
6,15,0.7516382932662964,0.9073394536972046,0.9991621971130371,0.0031542128417640924
6,16,0.8609338402748108,0.9045871496200562,0.9991006851196289,0.00311155803501606
6,17,0.8874076008796692,0.9082568883895874,0.9995388388633728,0.0018319918308407068
6,18,0.7670995593070984,0.9036697149276733,0.9992005825042725,0.0030638782773166895
6,19,0.8140878081321716,0.9027522802352905,0.9994773268699646,0.0019142297096550465
6,20,0.8681106567382812,0.8999999761581421,0.9994158148765564,0.0025871123652905226
3,1,0.8945310115814209,0.7954128384590149,0.3447915315628052,3.489234685897827
3,2,0.4201737344264984,0.8779816627502441,0.913786768913269,0.35529789328575134
3,3,0.4479357898235321,0.8871559500694275,0.9613823890686035,0.14510105550289154
3,4,0.3427324593067169,0.9045871496200562,0.9743574261665344,0.08667504042387009
3,5,0.39503419399261475,0.905504584312439,0.980076253414154,0.058484744280576706
3,6,0.39481598138809204,0.9119266271591187,0.9835813641548157,0.056675203144550323
3,7,0.4185493588447571,0.9045871496200562,0.9865330457687378,0.03874506428837776
3,8,0.40782928466796875,0.9045871496200562,0.9878858923912048,0.038336511701345444
3,9,0.46049410104751587,0.9073394536972046,0.989669144153595,0.03273565322160721
3,10,0.3963499963283539,0.9064220190048218,0.9898536205291748,0.03997103124856949
3,11,0.4176803529262543,0.9119266271591187,0.9920673966407776,0.02751975879073143
3,12,0.44108346104621887,0.9091743230819702,0.992374837398529,0.02564416453242302
3,13,0.42055460810661316,0.9110091924667358,0.992374837398529,0.02344115637242794
3,14,0.4352169632911682,0.9174311757087708,0.9935432076454163,0.020375827327370644
3,15,0.4312475621700287,0.9119266271591187,0.994158148765564,0.017193913459777832
3,16,0.4389561712741852,0.9036697149276733,0.9936047196388245,0.022544585168361664
3,17,0.4555671513080597,0.9110091924667358,0.9950805306434631,0.018282733857631683
3,18,0.4531722366809845,0.9128440618515015,0.9942196607589722,0.020044757053256035
3,19,0.470598965883255,0.905504584312439,0.990161120891571,0.051445186138153076
3,20,0.45487847924232483,0.9036697149276733,0.9927437901496887,0.03443179652094841
6,1,0.46303239464759827,0.8972477316856384,0.8808138370513916,0.5824159979820251
6,2,0.4399991035461426,0.905504584312439,0.9903995990753174,0.03093806654214859
6,3,0.49682503938674927,0.8963302969932556,0.9946425557136536,0.017061863094568253
6,4,0.5738410949707031,0.9018348455429077,0.9961644411087036,0.013323123566806316
6,5,0.6294575929641724,0.9027522802352905,0.9972943663597107,0.009541456587612629
6,6,0.6304752826690674,0.8990825414657593,0.997156023979187,0.009051174856722355
6,7,0.6895297169685364,0.9009174108505249,0.9978862404823303,0.0071433186531066895
6,8,0.7090573310852051,0.8972477316856384,0.998270571231842,0.006085386965423822
6,9,0.7554600834846497,0.9036697149276733,0.9985933899879456,0.004882483743131161
6,10,0.7564558982849121,0.9036697149276733,0.998900830745697,0.003926877863705158
6,11,0.7674708962440491,0.9009174108505249,0.9987471103668213,0.00468774139881134
6,12,0.7216057777404785,0.8981651663780212,0.998877763748169,0.0037598449271172285
6,13,0.9601593017578125,0.8871559500694275,0.9989700317382812,0.003252210794016719
6,14,0.7697883248329163,0.8935779929161072,0.9990545511245728,0.0033681052736938
6,15,0.8018233180046082,0.8981651663780212,0.9992467164993286,0.0027866584714502096
6,16,0.791875958442688,0.8972477316856384,0.9992005825042725,0.002585155889391899
6,17,0.8043680787086487,0.8972477316856384,0.9992851614952087,0.0024197062011808157
6,18,0.8500635623931885,0.8972477316856384,0.9992313385009766,0.0025685098953545094
6,19,0.8632381558418274,0.89449542760849,0.9993236064910889,0.0025540643837302923
6,20,0.8258087038993835,0.8963302969932556,0.9996310472488403,0.0015696557238698006
6,1,0.4862930178642273,0.8917431235313416,0.8954565525054932,0.5108605027198792
6,2,0.540374755859375,0.8963302969932556,0.9912605285644531,0.028531042858958244
6,3,0.6070573329925537,0.8779816627502441,0.9943735003471375,0.018590981140732765
6,4,0.6196263432502747,0.8963302969932556,0.9963873624801636,0.011583746410906315
6,5,0.6040412187576294,0.9018348455429077,0.9967793822288513,0.011904669925570488
6,6,0.6566129922866821,0.905504584312439,0.997801661491394,0.007920082658529282
6,7,0.6752871870994568,0.8990825414657593,0.9979476928710938,0.007050279527902603
6,8,0.7134237885475159,0.9045871496200562,0.9981936812400818,0.0069546508602797985
6,9,0.6657830476760864,0.8926605582237244,0.998009204864502,0.00718023581430316
6,10,0.7438815832138062,0.9009174108505249,0.9986779093742371,0.004520746413618326
6,11,0.763950526714325,0.8899082541465759,0.9987471103668213,0.0045641944743692875
6,12,0.6928654909133911,0.8935779929161072,0.9989238977432251,0.004307866096496582
6,13,0.6730635762214661,0.905504584312439,0.9992467164993286,0.002731445012614131
6,14,0.7700230479240417,0.9027522802352905,0.999116063117981,0.0028584455139935017
6,15,0.6915698051452637,0.8999999761581421,0.9989930987358093,0.004700334742665291
6,16,0.7200539708137512,0.9027522802352905,0.9992928504943848,0.002510218881070614
6,17,0.824996829032898,0.8917431235313416,0.9994696378707886,0.0021118151489645243
6,18,0.8538085222244263,0.9045871496200562,0.9993005394935608,0.0026529051829129457
6,19,0.7440724968910217,0.9027522802352905,0.9993312954902649,0.0025187747087329626
6,20,0.7889489531517029,0.9027522802352905,0.9995311498641968,0.0015141523908823729
3,1,1.1512881517410278,0.6871559619903564,0.3380888104438782,3.527005672454834
3,2,0.4037993252277374,0.9009174108505249,0.9118189811706543,0.37072303891181946
3,3,0.3384697437286377,0.9128440618515015,0.9597220420837402,0.13927799463272095
3,4,0.3760143518447876,0.9183486104011536,0.9720821380615234,0.10554121434688568
3,5,0.4015330672264099,0.8963302969932556,0.9787849187850952,0.06491763889789581
3,6,0.36251723766326904,0.9165137410163879,0.9811216592788696,0.057506293058395386
3,7,0.4013121426105499,0.9082568883895874,0.9871479272842407,0.038262926042079926
3,8,0.39695650339126587,0.9073394536972046,0.9859181046485901,0.047126926481723785
3,9,0.40697646141052246,0.910091757774353,0.988808274269104,0.036221761256456375
3,10,0.4062298834323883,0.9110091924667358,0.9900380969047546,0.03103744424879551
3,11,0.4155180752277374,0.9119266271591187,0.9908375144004822,0.029598833993077278
3,12,0.4277861714363098,0.9183486104011536,0.9925593137741089,0.024271922186017036
3,13,0.41378384828567505,0.9155963063240051,0.9925593137741089,0.024692395702004433
3,14,0.43420809507369995,0.9119266271591187,0.992374837398529,0.02291393280029297
3,15,0.4288686215877533,0.9155963063240051,0.9929897785186768,0.021928144618868828
3,16,0.47964489459991455,0.9018348455429077,0.9935432076454163,0.02110152132809162
3,17,0.476039320230484,0.9027522802352905,0.9933587312698364,0.020923495292663574
3,18,0.4450007975101471,0.9027522802352905,0.9904071092605591,0.04201137647032738
3,19,0.42636755108833313,0.9137614965438843,0.9940966963768005,0.019998829811811447
3,20,0.444042831659317,0.910091757774353,0.995510995388031,0.014385320246219635
