BOLD_ID,Phylum,Class,Order,Family,Genus,Species
BOLD:AAA5909,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrita,Epirrita autumnata
BOLD:AAA5977,Arthropoda,Insecta,Lepidoptera,Saturniidae,Cricula,Cricula andrei
BOLD:AAA5977,Arthropoda,Insecta,Lepidoptera,Saturniidae,Cricula,Cricula trifenestrata
BOLD:AAA5978,Arthropoda,Insecta,Lepidoptera,Saturniidae,Cricula,Cricula trifenestrata
BOLD:AAA5979,Arthropoda,Insecta,Lepidoptera,Saturniidae,Cricula,Cricula andrei
BOLD:AAA5979,Arthropoda,Insecta,Lepidoptera,Saturniidae,Cricula,Cricula trifenestrata
BOLD:AAA5987,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,Odontomachus coquereli
BOLD:AAA6045,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,Plagiolepis madecassa
BOLD:AAA6046,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,Plagiolepis madecassa
BOLD:AAA6048,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,Plagiolepis madecassa
BOLD:AAA6049,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,Plagiolepis madecassa
BOLD:AAA6050,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,Plagiolepis madecassa
BOLD:AAA6051,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,Plagiolepis madecassa
BOLD:AAA6061,Arthropoda,Insecta,Hymenoptera,Formicidae,Terataner,Terataner alluaudi
BOLD:AAA6062,Arthropoda,Insecta,Hymenoptera,Formicidae,Terataner,Terataner alluaudi
BOLD:AAA6069,Arthropoda,Insecta,Hymenoptera,Formicidae,Terataner,Terataner alluaudi
BOLD:AAA6070,Arthropoda,Insecta,Hymenoptera,Formicidae,Terataner,Terataner alluaudi
BOLD:AAA6071,Arthropoda,Insecta,Hymenoptera,Formicidae,Terataner,Terataner alluaudi
BOLD:AAA6079,Arthropoda,Insecta,Hymenoptera,Formicidae,Terataner,Terataner alluaudi
BOLD:AAA6080,Arthropoda,Insecta,Hymenoptera,Formicidae,Terataner,Terataner alluaudi
BOLD:AAA6082,Arthropoda,Insecta,Lepidoptera,Pieridae,,Eurema hecabe
BOLD:AAA6083,Arthropoda,Insecta,Lepidoptera,Pieridae,,Eurema hecabe
BOLD:AAA6084,Arthropoda,Insecta,Lepidoptera,Pieridae,,Eurema hecabe
BOLD:AAA6085,Arthropoda,Insecta,Lepidoptera,Pieridae,,Eurema hecabe
BOLD:AAA6086,Arthropoda,Insecta,Lepidoptera,Pieridae,,Eurema hecabe
BOLD:AAA6087,Arthropoda,Insecta,Lepidoptera,Hesperiidae,hesperiidJanzen01,hesperiidJanzen01 Janzen01
BOLD:AAA6125,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Walshia,Walshia miscecolorella
BOLD:AAA6126,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Walshia,Walshia miscecolorella
BOLD:AAA6127,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Walshia,Walshia miscecolorella
BOLD:AAA6128,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Walshia,Walshia miscecolorella
BOLD:AAA6130,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Walshia,Walshia miscecolorella
BOLD:AAA6132,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Walshia,Walshia miscecolorella
BOLD:AAA6133,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Walshia,Walshia miscecolorella
BOLD:AAA6139,Arthropoda,Insecta,Lepidoptera,Geometridae,Chiasmia,Chiasmia AH01Tz
BOLD:AAA6140,Arthropoda,Insecta,Lepidoptera,Geometridae,Chiasmia,Chiasmia AH01Tz
BOLD:AAA6144,Arthropoda,Insecta,Lepidoptera,Geometridae,Chiasmia,Chiasmia AH01Tz
BOLD:AAA6205,Arthropoda,Insecta,Hymenoptera,Chalcididae,chalJanzen01,chalJanzen01 Janzen01
BOLD:AAA6235,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Astraptes,Astraptes creteus
BOLD:AAA6272,Arthropoda,Insecta,Lepidoptera,Erebidae,Ammalo,Ammalo helops
BOLD:AAA6274,Arthropoda,Insecta,Lepidoptera,Erebidae,Ammalo,Ammalo helops
BOLD:AAA6384,Arthropoda,Insecta,Lepidoptera,Hesperiidae,hesperiidJanzen01,hesperiidJanzen01 Janzen01
BOLD:AAA6388,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,ichJanzen01,ichJanzen01 Janzen01
BOLD:AAA6406,Arthropoda,Insecta,Coleoptera,Cerambycidae,Moneilema,Moneilema appressum
BOLD:AAA6407,Arthropoda,Insecta,Coleoptera,Cerambycidae,Moneilema,Moneilema appressum
BOLD:AAA6409,Arthropoda,Insecta,Coleoptera,Cerambycidae,Moneilema,Moneilema appressum
BOLD:AAA6417,Arthropoda,Insecta,Coleoptera,Cerambycidae,Moneilema,Moneilema appressum
BOLD:AAA6418,Arthropoda,Insecta,Coleoptera,Cerambycidae,Moneilema,Moneilema appressum
BOLD:AAA6419,Arthropoda,Insecta,Coleoptera,Cerambycidae,Moneilema,Moneilema appressum
BOLD:AAA6456,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium lanuginosum
BOLD:AAA6457,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium lanuginosum
BOLD:AAA6458,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium lanuginosum
BOLD:AAA6577,Arthropoda,Insecta,Lepidoptera,Saturniidae,Antheraea,Antheraea roylii
BOLD:AAA6579,Arthropoda,Insecta,Lepidoptera,Saturniidae,Antheraea,Antheraea roylii
BOLD:AAA6580,Arthropoda,Insecta,Lepidoptera,Saturniidae,Antheraea,Antheraea roylii
BOLD:AAA6614,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis reflexella
BOLD:AAA6621,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea heyeri
BOLD:AAA6621,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea irius
BOLD:AAA6621,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea tyrrhena
BOLD:AAA6622,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea heyeri
BOLD:AAA6622,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea irius
BOLD:AAA6622,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea tyrrhena
BOLD:AAA6624,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea irius
BOLD:AAA6626,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea irius
BOLD:AAA6627,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea heyeri
BOLD:AAA6627,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea irius
BOLD:AAA6636,Arthropoda,Insecta,Hymenoptera,Formicidae,Mesoponera,Mesoponera ambigua
BOLD:AAA6638,Arthropoda,Insecta,Hymenoptera,Formicidae,Mesoponera,Mesoponera ambigua
BOLD:AAA6639,Arthropoda,Insecta,Hymenoptera,Formicidae,Mesoponera,Mesoponera ambigua
BOLD:AAA6675,Arthropoda,Insecta,Lepidoptera,Saturniidae,Lonomia,Lonomia electra
BOLD:AAA6676,Arthropoda,Insecta,Lepidoptera,Saturniidae,Lonomia,Lonomia electra
BOLD:AAA6678,Arthropoda,Insecta,Lepidoptera,Saturniidae,Lonomia,Lonomia sinalectra
BOLD:AAA6680,Arthropoda,Insecta,Lepidoptera,Saturniidae,Lonomia,Lonomia sinalectra
BOLD:AAA6688,Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildia,Rothschildia orizaba
BOLD:AAA6689,Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildia,Rothschildia aurota
BOLD:AAA6689,Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildia,Rothschildia lebeau
BOLD:AAA6689,Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildia,Rothschildia orizaba
BOLD:AAA6690,Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildia,Rothschildia orizaba
BOLD:AAA6712,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Lissonota,Lissonota coracina
BOLD:AAA6713,Arthropoda,Insecta,Hymenoptera,Formicidae,Wasmannia,Wasmannia auropunctata
BOLD:AAA6774,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,Melitaea didyma
BOLD:AAA6775,Arthropoda,Insecta,Hymenoptera,Braconidae,mgJanzen01,mgJanzen01 Janzen01
BOLD:AAA6783,Arthropoda,Insecta,Lepidoptera,Saturniidae,Copaxa,Copaxa multifenestrata
BOLD:AAA6784,Arthropoda,Insecta,Lepidoptera,Saturniidae,Copaxa,Copaxa multifenestrata
BOLD:AAA6785,Arthropoda,Insecta,Lepidoptera,Saturniidae,Copaxa,Copaxa multifenestrata
BOLD:AAA6787,Arthropoda,Insecta,Lepidoptera,Saturniidae,Copaxa,Copaxa multifenestrata
BOLD:AAA6790,Arthropoda,Insecta,Lepidoptera,Saturniidae,Copaxa,Copaxa multifenestrata
BOLD:AAA6792,Arthropoda,Insecta,Lepidoptera,Saturniidae,Copaxa,Copaxa multifenestrata
BOLD:AAA6825,Arthropoda,Insecta,Lepidoptera,Sphingidae,Acosmeryx,Acosmeryx anceus
BOLD:AAA6826,Arthropoda,Insecta,Lepidoptera,Sphingidae,Acosmeryx,Acosmeryx anceus
BOLD:AAA6833,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia ebalus
BOLD:AAA6835,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia ebalus
BOLD:AAA6838,Arthropoda,Insecta,Lepidoptera,Saturniidae,Gonimbrasia,Gonimbrasia alopia
BOLD:AAA6849,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P169
BOLD:AAA6850,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P169
BOLD:AAA6851,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P169
BOLD:AAA6852,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P169
BOLD:AAA6853,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P169
BOLD:AAA6854,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P169
BOLD:AAA6912,Arthropoda,Insecta,Lepidoptera,Erebidae,Munona,Munona iridescens
BOLD:AAA6935,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea tyrrhena
BOLD:AAA6936,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea tyrrhena
BOLD:AAA6938,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea tyrrhena
BOLD:AAA6939,Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudobunaea,Pseudobunaea tyrrhena
BOLD:AAA6963,Arthropoda,Insecta,Lepidoptera,Saturniidae,Cricula,Cricula andrei
BOLD:AAA6964,Arthropoda,Insecta,Lepidoptera,Saturniidae,Cricula,Cricula andrei
BOLD:AAA6964,Arthropoda,Insecta,Lepidoptera,Saturniidae,Cricula,Cricula trifenestrata
BOLD:AAA6965,Arthropoda,Insecta,Lepidoptera,Saturniidae,Cricula,Cricula andrei
BOLD:AAA6966,Arthropoda,Insecta,Lepidoptera,Saturniidae,Cricula,Cricula andrei
BOLD:AAA6968,Arthropoda,Insecta,Lepidoptera,Saturniidae,Cricula,Cricula trifenestrata
BOLD:AAA6970,Arthropoda,Insecta,Lepidoptera,Saturniidae,Cricula,Cricula andrei
BOLD:AAA6975,Arthropoda,Insecta,Lepidoptera,Saturniidae,Micragone,Micragone ansorgei
BOLD:AAA6985,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,Melitaea didyma
BOLD:AAA6994,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,ichJanzen01,ichJanzen01 Janzen01
BOLD:AAA7072,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus grandidieri
BOLD:AAA7073,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus grandidieri
BOLD:AAA7075,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus grandidieri
BOLD:AAA7076,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus grandidieri
BOLD:AAA7080,Arthropoda,Insecta,Lepidoptera,Saturniidae,Syntherata,Syntherata janetta
BOLD:AAA7097,Arthropoda,Insecta,Diptera,Chironomidae,Echinocladius,Echinocladius martini
BOLD:AAA7098,Arthropoda,Insecta,Diptera,Chironomidae,Echinocladius,Echinocladius martini
BOLD:AAA7099,Arthropoda,Insecta,Diptera,Chironomidae,Echinocladius,Echinocladius martini
BOLD:AAA7100,Arthropoda,Insecta,Diptera,Chironomidae,Echinocladius,Echinocladius martini
BOLD:AAA7101,Arthropoda,Insecta,Diptera,Chironomidae,Echinocladius,Echinocladius martini
BOLD:AAA7194,Arthropoda,Insecta,Lepidoptera,Hesperiidae,hesperiidJanzen01,hesperiidJanzen01 Janzen01
BOLD:AAA7263,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus plumosus
BOLD:AAA7269,Arthropoda,Insecta,Lepidoptera,Erebidae,Dysschema,Dysschema lycaste
BOLD:AAA7370,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,Melitaea didyma
BOLD:AAA7376,Arthropoda,Insecta,Hymenoptera,Braconidae,mgJanzen01,mgJanzen01 Janzen01
BOLD:AAA7378,Arthropoda,Insecta,Lepidoptera,Saturniidae,Periga,Periga circumstans
BOLD:AAA7381,Arthropoda,Insecta,Lepidoptera,Saturniidae,Periga,Periga parvibulbacea
BOLD:AAA7387,Arthropoda,Insecta,Lepidoptera,Saturniidae,Periga,Periga circumstans
BOLD:AAA7389,Arthropoda,Insecta,Lepidoptera,Saturniidae,Periga,Periga circumstans
BOLD:AAA7390,Arthropoda,Insecta,Lepidoptera,Saturniidae,Periga,Periga parvibulbacea
BOLD:AAA7418,Arthropoda,Insecta,Hymenoptera,Formicidae,Paraparatrechina,Paraparatrechina glabra
BOLD:AAA7419,Arthropoda,Insecta,Hymenoptera,Formicidae,Paraparatrechina,Paraparatrechina glabra
BOLD:AAA7567,Arthropoda,Insecta,Lepidoptera,Saturniidae,Syntherata,Syntherata janetta
BOLD:AAA7615,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dichrorampha,Dichrorampha simulana
BOLD:AAA7616,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dichrorampha,Dichrorampha simulana
BOLD:AAA7617,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dichrorampha,Dichrorampha bittana
BOLD:AAA7617,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dichrorampha,Dichrorampha simulana
BOLD:AAA7647,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Urbanus,Urbanus doryssus
BOLD:AAA7708,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium pleganon
BOLD:AAA7710,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium cognatum
BOLD:AAA7711,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium andrei
BOLD:AAA7712,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium cognatum
BOLD:AAA7712,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium schaufussii
BOLD:AAA7717,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium ranarum
BOLD:AAA7718,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium andrei
BOLD:AAA7719,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium ibycterum
BOLD:AAA7721,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium ranarum
BOLD:AAA7722,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium andrei
BOLD:AAA7725,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole bessonii
BOLD:AAA7725,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium ranarum
BOLD:AAA7728,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium ranarum
BOLD:AAA7730,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium bessonii
BOLD:AAA7736,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,ichJanzen01,ichJanzen01 Janzen01
BOLD:AAA7754,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,Tapinoma subtile
BOLD:AAA7755,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,Tapinoma subtile
BOLD:AAA7756,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,Tapinoma subtile
BOLD:AAA7758,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,Tapinoma subtile
BOLD:AAA7759,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,Tapinoma subtile
BOLD:AAA7760,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,Tapinoma subtile
BOLD:AAA7847,Arthropoda,Insecta,Hymenoptera,Formicidae,Strumigenys,Strumigenys dicomas
BOLD:AAA7848,Arthropoda,Insecta,Hymenoptera,Formicidae,Strumigenys,Strumigenys dicomas
BOLD:AAA7849,Arthropoda,Insecta,Hymenoptera,Formicidae,Strumigenys,Strumigenys dicomas
BOLD:AAA7850,Arthropoda,Insecta,Hymenoptera,Formicidae,Strumigenys,Strumigenys dicomas
BOLD:AAA7852,Arthropoda,Insecta,Hymenoptera,Formicidae,Strumigenys,Strumigenys dicomas
BOLD:AAA7853,Arthropoda,Insecta,Hymenoptera,Formicidae,Strumigenys,Strumigenys dicomas
BOLD:AAA7854,Arthropoda,Insecta,Hymenoptera,Formicidae,Strumigenys,Strumigenys dicomas
BOLD:AAA7946,Arthropoda,Insecta,Lepidoptera,Hesperiidae,hesperiidJanzen01,hesperiidJanzen01 Janzen01
BOLD:AAA8092,Arthropoda,Insecta,Hymenoptera,Formicidae,Technomyrmex,Technomyrmex pallipes
BOLD:AAA8093,Arthropoda,Insecta,Hymenoptera,Formicidae,Technomyrmex,Technomyrmex innocens
BOLD:AAA8093,Arthropoda,Insecta,Hymenoptera,Formicidae,Technomyrmex,Technomyrmex pallipes
BOLD:AAA8094,Arthropoda,Insecta,Hymenoptera,Formicidae,Technomyrmex,Technomyrmex pallipes
BOLD:AAA8112,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus MG096
BOLD:AAA8113,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus MG096
BOLD:AAA8114,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus MG096
BOLD:AAA8115,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus MG096
BOLD:AAA8116,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus MG096
BOLD:AAA8118,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus MG096
BOLD:AAA8119,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus MG096
BOLD:AAA8120,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus MG096
BOLD:AAA8121,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus MG096
BOLD:AAA8122,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus MG096
BOLD:AAA8177,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris celata
BOLD:AAA8201,Arthropoda,Insecta,Diptera,Chironomidae,Limnophyes,Limnophyes minimus
BOLD:AAA8202,Arthropoda,Insecta,Diptera,Chironomidae,Limnophyes,Limnophyes minimus
BOLD:AAA8203,Arthropoda,Insecta,Diptera,Chironomidae,Limnophyes,Limnophyes minimus
BOLD:AAA8204,Arthropoda,Insecta,Diptera,Chironomidae,Limnophyes,Limnophyes minimus
BOLD:AAA8210,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum
BOLD:AAA8211,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum
BOLD:AAA8212,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum
BOLD:AAA8213,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum
BOLD:AAA8214,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum
BOLD:AAA8216,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum
BOLD:AAA8218,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum
BOLD:AAA8219,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum
BOLD:AAA8240,Arthropoda,Insecta,Lepidoptera,Pieridae,Phoebis,Phoebis argante
BOLD:AAA8266,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P196
BOLD:AAA8267,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P196
BOLD:AAA8268,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P196
BOLD:AAA8269,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P196
BOLD:AAA8270,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P196
BOLD:AAA8271,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P196
BOLD:AAA8272,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P196
BOLD:AAA8273,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P196
BOLD:AAA8274,Arthropoda,Insecta,Orthoptera,Morabidae,Warramaba,Warramaba sp. P196
BOLD:AAA8303,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus
BOLD:AAA8304,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus MG056
BOLD:AAA8304,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus
BOLD:AAA8305,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus MG056
BOLD:AAA8312,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA8325,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium craigi
BOLD:AAA8349,Arthropoda,Insecta,Lepidoptera,Saturniidae,Dirphiopsis,Dirphiopsis flora
BOLD:AAA8350,Arthropoda,Insecta,Lepidoptera,Saturniidae,Dirphiopsis,Dirphiopsis flora
BOLD:AAA8351,Arthropoda,Insecta,Lepidoptera,Saturniidae,Dirphiopsis,Dirphiopsis flora
BOLD:AAA8352,Arthropoda,Insecta,Lepidoptera,Saturniidae,Dirphiopsis,Dirphiopsis flora
BOLD:AAA8353,Arthropoda,Insecta,Lepidoptera,Saturniidae,Dirphiopsis,Dirphiopsis flora
BOLD:AAA8405,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris zozine
BOLD:AAA8406,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris zozine
BOLD:AAA8438,Arthropoda,Insecta,Lepidoptera,Saturniidae,Oxytenis,Oxytenis naemia
BOLD:AAA8440,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris duchartrei
BOLD:AAA8441,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris duchartrei
BOLD:AAA8442,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris duchartrei
BOLD:AAA8445,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris cinctistriga
BOLD:AAA8446,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris cinctistriga
BOLD:AAA8446,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris duchartrei
BOLD:AAA8446,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris fieldi
BOLD:AAA8447,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris duchartrei
BOLD:AAA8449,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris duchartrei
BOLD:AAA8450,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris duchartrei
BOLD:AAA8457,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana
BOLD:AAA8458,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana
BOLD:AAA8461,Arthropoda,Insecta,Hymenoptera,Formicidae,Trichomyrmex,Trichomyrmex destructor
BOLD:AAA8462,Arthropoda,Insecta,Hymenoptera,Formicidae,Trichomyrmex,Trichomyrmex destructor
BOLD:AAA8463,Arthropoda,Insecta,Hymenoptera,Formicidae,Trichomyrmex,Trichomyrmex destructor
BOLD:AAA8482,Arthropoda,Insecta,Lepidoptera,Geometridae,Alcis,Alcis AH01Ch
BOLD:AAA8482,Arthropoda,Insecta,Lepidoptera,Geometridae,Hypomecis,Hypomecis AH01Ch
BOLD:AAA8498,Arthropoda,Insecta,Lepidoptera,Pyralidae,Pococera,Pococera asperatella
BOLD:AAA8533,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA8535,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ancylis,Ancylis comptana
BOLD:AAA8577,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hermeuptychia,Hermeuptychia hermes
BOLD:AAA8637,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dichrorampha,Dichrorampha bittana
BOLD:AAA8707,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia satyrata
BOLD:AAA8717,Arthropoda,Insecta,Lepidoptera,Saturniidae,Leucanella,Leucanella contempta
BOLD:AAA8718,Arthropoda,Insecta,Lepidoptera,Saturniidae,Leucanella,Leucanella contempta
BOLD:AAA8719,Arthropoda,Insecta,Lepidoptera,Saturniidae,Leucanella,Leucanella contempta
BOLD:AAA8735,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pelochrista,Pelochrista morrisoni
BOLD:AAA8772,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias nastes
BOLD:AAA8773,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,Melitaea cinxia
BOLD:AAA8773,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias nastes
BOLD:AAA8811,Arthropoda,Insecta,Hemiptera,Aphididae,Schizaphis,Schizaphis graminum
BOLD:AAA8813,Arthropoda,Insecta,Hemiptera,Aphididae,Schizaphis,Schizaphis graminum
BOLD:AAA8854,Arthropoda,Insecta,Lepidoptera,Hesperiidae,hesperiidJanzen01,hesperiidJanzen01 Janzen01
